SNo,Time,Size,Iterations,char
916,0.000755,183100,183100,P
917,0.000771,183300,183300,P
918,0.000757,183500,183500,P
919,0.000761,183700,183700,P
920,0.000758,183900,183900,P
921,0.000772,184100,184100,P
922,0.000761,184300,184300,P
923,0.000775,184500,184500,P
924,0.000763,184700,184700,P
925,0.000764,184900,184900,P
926,0.000762,185100,185100,P
927,0.000761,185300,185300,P
928,0.000764,185500,185500,P
929,0.000768,185700,185700,P
930,0.000767,185900,185900,P
931,0.000767,186100,186100,P
932,0.000779,186300,186300,P
933,0.000769,186500,186500,P
934,0.000784,186700,186700,P
935,0.00077,186900,186900,P
936,0.000774,187100,187100,P
937,0.000769,187300,187300,P
938,0.000778,187500,187500,P
939,0.000776,187700,187700,P
940,0.000774,187900,187900,P
941,0.000775,188100,188100,P
942,0.000774,188300,188300,P
943,0.000789,188500,188500,P
944,0.000779,188700,188700,P
945,0.000781,188900,188900,P
946,0.00078,189100,189100,P
947,0.000781,189300,189300,P
948,0.000783,189500,189500,P
949,0.000786,189700,189700,P
950,0.000784,189900,189900,P
951,0.000781,190100,190100,P
952,0.000801,190300,190300,P
953,0.000787,190500,190500,P
954,0.000787,190700,190700,P
955,0.000784,190900,190900,P
956,0.000792,191100,191100,P
957,0.00079,191300,191300,P
958,0.00079,191500,191500,P
959,0.000802,191700,191700,P
960,0.000798,191900,191900,P
961,0.000808,192100,192100,P
962,0.000795,192300,192300,P
963,0.000791,192500,192500,P
964,0.000796,192700,192700,P
965,0.000797,192900,192900,P
966,0.000807,193100,193100,P
967,0.000803,193300,193300,P
968,0.000865,193500,193500,P
969,0.000801,193700,193700,P
970,0.000797,193900,193900,P
971,0.000814,194100,194100,P
972,0.000803,194300,194300,P
973,0.000817,194500,194500,P
974,0.000805,194700,194700,P
975,0.000833,194900,194900,P
976,0.00081,195100,195100,P
977,0.000838,195300,195300,P
978,0.000825,195500,195500,P
979,0.000809,195700,195700,P
980,0.000827,195900,195900,P
981,0.000809,196100,196100,P
982,0.000813,196300,196300,P
983,0.00081,196500,196500,P
984,0.000812,196700,196700,P
985,0.000828,196900,196900,P
986,0.000814,197100,197100,P
987,0.000812,197300,197300,P
988,0.000819,197500,197500,P
989,0.000817,197700,197700,P
990,0.000817,197900,197900,P
991,0.000816,198100,198100,P
992,0.000938,198300,198300,P
993,0.000826,198500,198500,P
994,0.000825,198700,198700,P
995,0.000837,198900,198900,P
996,0.000821,199100,199100,P
997,0.000819,199300,199300,P
998,0.000824,199500,199500,P
999,0.000825,199700,199700,P
1000,0.000837,199900,199900,P
1001,0.00084,200100,200100,P
1002,0.000835,200300,200300,P
1003,0.00083,200500,200500,P
1004,0.000827,200700,200700,P
1005,0.000859,200900,200900,P
1006,0.00083,201100,201100,P
1007,0.000844,201300,201300,P
1008,0.000827,201500,201500,P
1009,0.000832,201700,201700,P
1010,0.000834,201900,201900,P
1011,0.00083,202100,202100,P
1012,0.00085,202300,202300,P
1013,0.000836,202500,202500,P
1014,0.000836,202700,202700,P
1015,0.000836,202900,202900,P
1016,0.000835,203100,203100,P
1017,0.000857,203300,203300,P
1018,0.00084,203500,203500,P
1019,0.000841,203700,203700,P
1020,0.000844,203900,203900,P
1021,0.000841,204100,204100,P
1022,0.000858,204300,204300,P
1023,0.000842,204500,204500,P
1024,0.000848,204700,204700,P
1025,0.000845,204900,204900,P
1026,0.000845,205100,205100,P
1027,0.00086,205300,205300,P
1028,0.000848,205500,205500,P
1029,0.000849,205700,205700,P
1030,0.0009,205900,205900,P
1031,0.000933,206100,206100,P
1032,0.000854,206300,206300,P
1033,0.000851,206500,206500,P
1034,0.000851,206700,206700,P
1035,0.000873,206900,206900,P
1036,0.000856,207100,207100,P
1037,0.00085,207300,207300,P
1038,0.000868,207500,207500,P
1039,0.000859,207700,207700,P
1040,0.00087,207900,207900,P
1041,0.000857,208100,208100,P
1042,0.00086,208300,208300,P
1043,0.000859,208500,208500,P
1044,0.000863,208700,208700,P
1045,0.000892,208900,208900,P
1046,0.000874,209100,209100,P
1047,0.000863,209300,209300,P
1048,0.000875,209500,209500,P
1049,0.000865,209700,209700,P
1050,0.000865,209900,209900,P
1051,0.000869,210100,210100,P
1052,0.000871,210300,210300,P
1053,0.000883,210500,210500,P
1054,0.00087,210700,210700,P
1055,0.000869,210900,210900,P
1056,0.00087,211100,211100,P
1057,0.000871,211300,211300,P
1058,0.000872,211500,211500,P
1059,0.000873,211700,211700,P
1060,0.000873,211900,211900,P
1061,0.000888,212100,212100,P
1062,0.000876,212300,212300,P
1063,0.000876,212500,212500,P
1064,0.000877,212700,212700,P
1065,0.000876,212900,212900,P
1066,0.000879,213100,213100,P
1067,0.00088,213300,213300,P
1068,0.000879,213500,213500,P
1069,0.000904,213700,213700,P
1070,0.000885,213900,213900,P
1071,0.000885,214100,214100,P
1072,0.0009,214300,214300,P
1073,0.000886,214500,214500,P
1074,0.000886,214700,214700,P
1075,0.000887,214900,214900,P
1076,0.000888,215100,215100,P
1077,0.000888,215300,215300,P
1078,0.000901,215500,215500,P
1079,0.000892,215700,215700,G
1080,0.000912,215900,215900,G
1081,0.000887,216100,216100,G
1082,0.000892,216300,216300,G
1083,0.000905,216500,216500,G
1084,0.000894,216700,216700,G
1085,0.000896,216900,216900,G
1086,0.000922,217100,217100,G
1087,0.000928,217300,217300,G
1088,0.000899,217500,217500,G
1089,0.000896,217700,217700,G
1090,0.000898,217900,217900,G
1091,0.000898,218100,218100,G
1092,0.000901,218300,218300,G
1093,0.000901,218500,218500,G
1094,0.000915,218700,218700,G
1095,0.0009,218900,218900,G
1096,0.000904,219100,219100,G
1097,0.00092,219300,219300,G
1098,0.000906,219500,219500,G
1099,0.000905,219700,219700,G
1100,0.000922,219900,219900,G
1101,0.000906,220100,220100,G
1102,0.000911,220300,220300,G
1103,0.000909,220500,220500,G
1104,0.000909,220700,220700,G
1105,0.000916,220900,220900,G
1106,0.000912,221100,221100,G
1107,0.000912,221300,221300,G
1108,0.000928,221500,221500,G
1109,0.000929,221700,221700,G
1110,0.000915,221900,221900,G
1111,0.00093,222100,222100,G
1112,0.000915,222300,222300,G
1113,0.000919,222500,222500,G
1114,0.000933,222700,222700,G
1115,0.000923,222900,222900,G
1116,0.000919,223100,223100,G
1117,0.000931,223300,223300,G
1118,0.000921,223500,223500,G
1119,0.000924,223700,223700,G
1120,0.000932,223900,223900,G
1121,0.000922,224100,224100,G
1122,0.000927,224300,224300,G
1123,0.000935,224500,224500,G
1124,0.000926,224700,224700,G
1125,0.000927,224900,224900,G
1126,0.000941,225100,225100,G
1127,0.00093,225300,225300,G
1128,0.000928,225500,225500,G
1129,0.00093,225700,225700,G
1130,0.000933,225900,225900,G
1131,0.000931,226100,226100,G
1132,0.000943,226300,226300,G
1133,0.000933,226500,226500,G
1134,0.000935,226700,226700,G
1135,0.000935,226900,226900,G
1136,0.000934,227100,227100,G
1137,0.000932,227300,227300,G
1138,0.000939,227500,227500,G
1139,0.000938,227700,227700,G
1140,0.000936,227900,227900,G
1141,0.00094,228100,228100,G
1142,0.000942,228300,228300,G
1143,0.000938,228500,228500,G
1144,0.000942,228700,228700,G
1145,0.000945,228900,228900,G
1146,0.000942,229100,229100,G
1147,0.000986,229300,229300,G
1148,0.000946,229500,229500,G
1149,0.00095,229700,229700,G
1150,0.00096,229900,229900,G
1151,0.00095,230100,230100,G
1152,0.000948,230300,230300,G
1153,0.000966,230500,230500,G
1154,0.000951,230700,230700,G
1155,0.000949,230900,230900,G
1156,0.000964,231100,231100,G
1157,0.000955,231300,231300,G
1158,0.000954,231500,231500,G
1159,0.000966,231700,231700,G
1160,0.000957,231900,231900,G
1161,0.000956,232100,232100,G
1162,0.00097,232300,232300,G
1163,0.00098,232500,232500,G
1164,0.001043,232700,232700,G
1165,0.000962,232900,232900,G
1166,0.00098,233100,233100,G
1167,0.000965,233300,233300,G
1168,0.000961,233500,233500,G
1169,0.000989,233700,233700,G
1170,0.000965,233900,233900,G
1171,0.000965,234100,234100,G
1172,0.001049,234300,234300,G
1173,0.001082,234500,234500,G
1174,0.001092,234700,234700,G
1175,0.001101,234900,234900,G
1176,0.001126,235100,235100,G
1177,0.001087,235300,235300,G
1178,0.001012,235500,235500,G
1179,0.000984,235700,235700,G
1180,0.000974,235900,235900,G
1181,0.001006,236100,236100,G
1182,0.001005,236300,236300,G
1183,0.000976,236500,236500,G
1184,0.000984,236700,236700,G
1185,0.00102,236900,236900,G
1186,0.00098,237100,237100,G
1187,0.000977,237300,237300,G
1188,0.001039,237500,237500,G
1189,0.000995,237700,237700,G
1190,0.000984,237900,237900,G
1191,0.000988,238100,238100,G
1192,0.000982,238300,238300,G
1193,0.00099,238500,238500,G
1194,0.000984,238700,238700,G
1195,0.001023,238900,238900,G
1196,0.000984,239100,239100,G
1197,0.000986,239300,239300,G
1198,0.00102,239500,239500,G
1199,0.000987,239700,239700,G
1200,0.000988,239900,239900,G
1201,0.00099,240100,240100,G
1202,0.001021,240300,240300,G
1203,0.000993,240500,240500,G
1204,0.000994,240700,240700,G
1205,0.001016,240900,240900,G
1206,0.001042,241100,241100,D
1207,0.001009,241300,241300,D
1208,0.000996,241500,241500,D
1209,0.001026,241700,241700,D
1210,0.000999,241900,241900,D
1211,0.001,242100,242100,D
1212,0.001027,242300,242300,D
1213,0.001,242500,242500,D
1214,0.001,242700,242700,D
1215,0.001001,242900,242900,D
1216,0.001017,243100,243100,D
1217,0.001002,243300,243300,D
1218,0.001002,243500,243500,D
1219,0.001018,243700,243700,D
1220,0.001069,243900,243900,D
1221,0.001007,244100,244100,D
1222,0.001007,244300,244300,D
1223,0.001022,244500,244500,D
1224,0.001022,244700,244700,D
1225,0.001012,244900,244900,D
1226,0.001033,245100,245100,D
1227,0.00101,245300,245300,D
1228,0.001012,245500,245500,D
1229,0.001036,245700,245700,D
1230,0.001031,245900,245900,D
1231,0.001027,246100,246100,D
1232,0.001015,246300,246300,D
1233,0.00102,246500,246500,D
1234,0.00103,246700,246700,D
1235,0.001028,246900,246900,D
1236,0.001017,247100,247100,D
1237,0.001034,247300,247300,D
1238,0.001034,247500,247500,D
1239,0.001023,247700,247700,D
1240,0.001024,247900,247900,D
1241,0.001036,248100,248100,D
1242,0.001023,248300,248300,D
1243,0.001031,248500,248500,D
1244,0.001025,248700,248700,D
1245,0.001055,248900,248900,D
1246,0.001029,249100,249100,D
1247,0.001026,249300,249300,D
1248,0.001028,249500,249500,D
1249,0.001028,249700,249700,D
1250,0.00103,249900,249900,D
1251,0.001034,250100,250100,D
1252,0.001081,250300,250300,D
1253,0.001034,250500,250500,D
1254,0.001034,250700,250700,D
1255,0.001034,250900,250900,D
1256,0.001059,251100,251100,D
1257,0.001042,251300,251300,D
1258,0.001037,251500,251500,D
1259,0.00104,251700,251700,D
1260,0.001067,251900,251900,D
1261,0.001038,252100,252100,D
1262,0.001039,252300,252300,D
1263,0.001041,252500,252500,D
1264,0.001051,252700,252700,D
1265,0.001055,252900,252900,D
1266,0.001042,253100,253100,D
1267,0.00105,253300,253300,D
1268,0.001071,253500,253500,D
1269,0.001045,253700,253700,D
1270,0.001048,253900,253900,D
1271,0.001049,254100,254100,D
1272,0.001081,254300,254300,D
1273,0.001048,254500,254500,D
1274,0.001048,254700,254700,D
1275,0.001054,254900,254900,D
1276,0.001075,255100,255100,P
1277,0.001054,255300,255300,P
1278,0.001054,255500,255500,P
1279,0.001057,255700,255700,R
1280,0.001067,255900,255900,R
1281,0.001054,256100,256100,R
1282,0.001054,256300,256300,R
1283,0.001056,256500,256500,R
1284,0.001074,256700,256700,R
1285,0.001067,256900,256900,R
1286,0.001059,257100,257100,R
1287,0.001084,257300,257300,R
1288,0.001106,257500,257500,R
1289,0.001091,257700,257700,R
1290,0.001077,257900,257900,R
1291,0.001076,258100,258100,R
1292,0.001077,258300,258300,R
1293,0.0011,258500,258500,R
1294,0.001075,258700,258700,R
1295,0.001075,258900,258900,R
1296,0.001077,259100,259100,R
1297,0.001107,259300,259300,R
1298,0.001119,259500,259500,R
1299,0.001079,259700,259700,R
1300,0.001084,259900,259900,R
1301,0.001082,260100,260100,R
1302,0.001105,260300,260300,R
1303,0.001083,260500,260500,R
1304,0.001083,260700,260700,R
1305,0.001087,260900,260900,R
1306,0.001097,261100,261100,R
1307,0.001112,261300,261300,R
1308,0.001088,261500,261500,R
1309,0.001091,261700,261700,R
1310,0.001089,261900,261900,R
1311,0.001092,262100,262100,R
1312,0.001117,262300,262300,R
1313,0.00109,262500,262500,R
1314,0.001095,262700,262700,R
1315,0.001094,262900,262900,R
1316,0.001124,263100,263100,R
1317,0.001116,263300,263300,R
1318,0.001099,263500,263500,R
1319,0.001098,263700,263700,R
1320,0.001098,263900,263900,R
1321,0.001123,264100,264100,R
1322,0.0011,264300,264300,R
1323,0.001099,264500,264500,R
1324,0.001101,264700,264700,R
1325,0.001108,264900,264900,R
1326,0.001122,265100,265100,R
1327,0.001104,265300,265300,R
1328,0.001108,265500,265500,R
1329,0.001104,265700,265700,R
1330,0.001112,265900,265900,R
1331,0.001132,266100,266100,R
1332,0.001118,266300,266300,R
1333,0.001118,266500,266500,R
1334,0.001112,266700,266700,R
1335,0.001112,266900,266900,R
1336,0.001133,267100,267100,R
1337,0.001112,267300,267300,R
1338,0.001118,267500,267500,R
1339,0.00113,267700,267700,R
1340,0.001123,267900,267900,R
1341,0.001139,268100,268100,R
1342,0.001128,268300,268300,R
1343,0.001116,268500,268500,R
1344,0.001115,268700,268700,R
1345,0.001119,268900,268900,R
1346,0.001145,269100,269100,R
1347,0.001452,269300,269300,R
1348,0.001142,269500,269500,R
1349,0.001123,269700,269700,R
1350,0.001124,269900,269900,R
1351,0.001146,270100,270100,R
1352,0.001144,270300,270300,R
1353,0.001126,270500,270500,R
1354,0.001127,270700,270700,R
1355,0.001128,270900,270900,R
1356,0.001156,271100,271100,R
1357,0.001155,271300,271300,R
1358,0.001163,271500,271500,R
1359,0.001149,271700,271700,R
1360,0.001141,271900,271900,R
1361,0.001142,272100,272100,R
1362,0.001166,272300,272300,R
1363,0.001141,272500,272500,R
1364,0.001145,272700,272700,R
1365,0.001138,272900,272900,R
1366,0.001141,273100,273100,R
1367,0.00116,273300,273300,R
1368,0.001168,273500,273500,R
1369,0.001139,273700,273700,R
1370,0.001149,273900,273900,R
1371,0.001137,274100,274100,R
1372,0.001142,274300,274300,R
1373,0.001209,274500,274500,R
1374,0.001135,274700,274700,R
1375,0.001151,274900,274900,R
1376,0.001133,275100,275100,R
1377,0.001134,275300,275300,R
1378,0.001137,275500,275500,R
1379,0.001261,275700,275700,R
1380,0.001184,275900,275900,R
1381,0.001182,276100,276100,R
1382,0.001149,276300,276300,R
1383,0.001152,276500,276500,R
1384,0.001146,276700,276700,R
1385,0.001155,276900,276900,R
1386,0.00115,277100,277100,R
1387,0.001215,277300,277300,R
1388,0.00124,277500,277500,R
1389,0.001153,277700,277700,R
1390,0.001151,277900,277900,R
1391,0.001147,278100,278100,R
1392,0.001154,278300,278300,R
1393,0.001172,278500,278500,R
1394,0.001152,278700,278700,R
1395,0.001154,278900,278900,R
1396,0.001153,279100,279100,R
1397,0.001158,279300,279300,R
1398,0.001155,279500,279500,R
1399,0.001189,279700,279700,R
1400,0.001159,279900,279900,R
1401,0.001159,280100,280100,R
1402,0.001154,280300,280300,R
1403,0.001156,280500,280500,R
1404,0.001191,280700,280700,R
1405,0.001174,280900,280900,R
1406,0.001157,281100,281100,R
1407,0.001164,281300,281300,R
1408,0.001195,281500,281500,R
1409,0.001161,281700,281700,R
1410,0.001181,281900,281900,R
1411,0.001175,282100,282100,R
1412,0.001166,282300,282300,R
1413,0.00131,282500,282500,R
1414,0.001169,282700,282700,R
1415,0.001168,282900,282900,R
1416,0.001185,283100,283100,R
1417,0.001179,283300,283300,R
1418,0.001168,283500,283500,R
1419,0.00117,283700,283700,R
1420,0.00117,283900,283900,R
1421,0.001172,284100,284100,R
1422,0.001203,284300,284300,R
1423,0.001185,284500,284500,R
1424,0.00118,284700,284700,R
1425,0.001178,284900,284900,R
1426,0.001174,285100,285100,R
1427,0.001178,285300,285300,R
1428,0.00118,285500,285500,R
1429,0.001196,285700,285700,R
1430,0.001181,285900,285900,R
1431,0.001181,286100,286100,R
1432,0.001182,286300,286300,R
1433,0.001182,286500,286500,R
1434,0.001184,286700,286700,R
1435,0.0012,286900,286900,R
1436,0.001197,287100,287100,R
1437,0.001183,287300,287300,R
1438,0.001186,287500,287500,R
1439,0.001186,287700,287700,R
1440,0.001194,287900,287900,R
1441,0.001213,288100,288100,R
1442,0.00122,288300,288300,R
1443,0.001193,288500,288500,R
1444,0.001202,288700,288700,R
1445,0.001192,288900,288900,R
1446,0.001197,289100,289100,R
1447,0.001192,289300,289300,R
1448,0.001216,289500,289500,R
1449,0.001219,289700,289700,R
1450,0.001206,289900,289900,R
1451,0.001195,290100,290100,R
1452,0.001197,290300,290300,R
1453,0.001201,290500,290500,R
1454,0.001198,290700,290700,R
1455,0.001214,290900,290900,R
1456,0.001226,291100,291100,R
1457,0.001199,291300,291300,R
1458,0.001203,291500,291500,R
1459,0.001215,291700,291700,R
1460,0.001204,291900,291900,R
1461,0.001202,292100,292100,R
1462,0.001213,292300,292300,R
1463,0.001212,292500,292500,R
1464,0.001217,292700,292700,R
1465,0.001208,292900,292900,R
1466,0.001219,293100,293100,R
1467,0.001213,293300,293300,R
1468,0.001212,293500,293500,R
1469,0.001236,293700,293700,R
1470,0.001233,293900,293900,R
1471,0.001215,294100,294100,R
1472,0.001213,294300,294300,R
1473,0.001213,294500,294500,R
1474,0.001213,294700,294700,R
1475,0.001216,294900,294900,R
1476,0.001228,295100,295100,R
1477,0.001223,295300,295300,R
1478,0.001219,295500,295500,R
1479,0.001231,295700,295700,R
1480,0.001223,295900,295900,R
1481,0.001442,296100,296100,R
1482,0.001406,296300,296300,R
1483,0.001225,296500,296500,R
1484,0.001224,296700,296700,R
1485,0.001224,296900,296900,R
1486,0.001256,297100,297100,R
1487,0.001259,297300,297300,R
1488,0.001255,297500,297500,R
1489,0.001229,297700,297700,R
1490,0.001244,297900,297900,R
1491,0.001231,298100,298100,R
1492,0.00123,298300,298300,R
1493,0.001232,298500,298500,R
1494,0.00123,298700,298700,R
1495,0.001251,298900,298900,R
1496,0.001263,299100,299100,R
1497,0.001235,299300,299300,R
1498,0.001233,299500,299500,R
1499,0.001241,299700,299700,R
1500,0.001235,299900,299900,R
1501,0.001272,300100,300100,R
1502,0.001255,300300,300300,R
1503,0.001254,300500,300500,R
1504,0.001257,300700,300700,R
1505,0.001248,300900,300900,R
1506,0.001241,301100,301100,R
1507,0.00124,301300,301300,R
1508,0.001239,301500,301500,R
1509,0.001247,301700,301700,R
1510,0.001244,301900,301900,R
1511,0.001244,302100,302100,R
1512,0.001261,302300,302300,R
1513,0.001276,302500,302500,R
1514,0.00125,302700,302700,R
1515,0.001247,302900,302900,R
1516,0.00133,303100,303100,M
1517,0.001262,303300,303300,M
1518,0.001264,303500,303500,M
1519,0.001255,303700,303700,M
1520,0.001255,303900,303900,M
1521,0.001252,304100,304100,M
1522,0.001256,304300,304300,M
1523,0.001267,304500,304500,M
1524,0.001395,304700,304700,M
1525,0.001489,304900,304900,M
1526,0.001346,305100,305100,M
1527,0.001312,305300,305300,B
1528,0.001318,305500,305500,B
1529,0.001261,305700,305700,B
1530,0.001264,305900,305900,B
1531,0.001265,306100,306100,B
1532,0.001278,306300,306300,M
1533,0.001277,306500,306500,B
1534,0.001297,306700,306700,B
1535,0.001264,306900,306900,B
1536,0.001265,307100,307100,B
1537,0.001274,307300,307300,B
1538,0.001267,307500,307500,B
1539,0.001268,307700,307700,B
1540,0.001269,307900,307900,B
1541,0.001274,308100,308100,B
1542,0.001288,308300,308300,B
1543,0.001287,308500,308500,B
1544,0.001288,308700,308700,B
1545,0.001304,308900,308900,B
1546,0.001271,309100,309100,B
1547,0.001277,309300,309300,B
1548,0.001273,309500,309500,B
1549,0.001275,309700,309700,B
1550,0.001276,309900,309900,B
1551,0.001291,310100,310100,B
1552,0.001285,310300,310300,B
1553,0.001294,310500,310500,B
1554,0.001285,310700,310700,B
1555,0.001296,310900,310900,B
1556,0.001315,311100,311100,B
1557,0.001282,311300,311300,B
1558,0.001283,311500,311500,B
1559,0.001283,311700,311700,B
1560,0.001284,311900,311900,B
1561,0.001286,312100,312100,B
1562,0.001286,312300,312300,B
1563,0.001289,312500,312500,B
1564,0.001292,312700,312700,B
1565,0.001305,312900,312900,B
1566,0.001302,313100,313100,B
1567,0.001318,313300,313300,B
1568,0.00131,313500,313500,B
1569,0.001291,313700,313700,B
1570,0.001295,313900,313900,B
1571,0.001294,314100,314100,B
1572,0.001398,314300,314300,B
1573,0.00131,314500,314500,B
1574,0.001308,314700,314700,B
1575,0.001297,314900,314900,B
1576,0.001301,315100,315100,B
1577,0.001303,315300,315300,B
1578,0.001301,315500,315500,B
1579,0.001302,315700,315700,B
1580,0.001314,315900,315900,B
1581,0.001314,316100,316100,B
1582,0.001382,316300,316300,B
1583,0.001341,316500,316500,B
1584,0.001337,316700,316700,B
1585,0.001311,316900,316900,B
1586,0.001384,317100,317100,B
1587,0.001405,317300,317300,B
1588,0.001619,317500,317500,B
1589,0.001727,317700,317700,B
1590,0.001718,317900,317900,B
1591,0.001365,318100,318100,B
1592,0.001315,318300,318300,B
1593,0.001312,318500,318500,B
1594,0.001366,318700,318700,B
1595,0.001333,318900,318900,B
1596,0.001322,319100,319100,B
1597,0.001319,319300,319300,B
1598,0.001317,319500,319500,B
1599,0.001316,319700,319700,B
1600,0.001365,319900,319900,B
1601,0.001325,320100,320100,B
1602,0.001348,320300,320300,B
1603,0.001323,320500,320500,B
1604,0.001318,320700,320700,B
1605,0.001323,320900,320900,B
1606,0.001327,321100,321100,B
1607,0.001348,321300,321300,B
1608,0.001352,321500,321500,B
1609,0.001352,321700,321700,Z
1610,0.001366,321900,321900,B
1611,0.001348,322100,322100,B
1612,0.001381,322300,322300,B
1613,0.001329,322500,322500,B
1614,0.001329,322700,322700,Z
1615,0.001344,322900,322900,Z
1616,0.001336,323100,323100,Z
1617,0.001331,323300,323300,Z
1618,0.001331,323500,323500,Z
1619,0.001333,323700,323700,Z
1620,0.001337,323900,323900,Z
1621,0.00134,324100,324100,Z
1622,0.001337,324300,324300,Z
1623,0.001334,324500,324500,Z
1624,0.001334,324700,324700,Z
1625,0.001338,324900,324900,Z
1626,0.001337,325100,325100,Z
1627,0.001345,325300,325300,B
1628,0.001613,325500,325500,B
1629,0.001349,325700,325700,B
1630,0.001346,325900,325900,B
1631,0.001354,326100,326100,B
1632,0.001348,326300,326300,B
1633,0.001346,326500,326500,B
1634,0.001356,326700,326700,B
1635,0.00135,326900,326900,B
1636,0.001353,327100,327100,B
1637,0.001354,327300,327300,B
1638,0.001355,327500,327500,B
1639,0.001379,327700,327700,B
1640,0.001387,327900,327900,B
1641,0.001379,328100,328100,B
1642,0.001384,328300,328300,B
1643,0.001381,328500,328500,B
1644,0.001388,328700,328700,B
1645,0.00146,328900,328900,B
1646,0.001392,329100,329100,B
1647,0.001406,329300,329300,B
1648,0.001416,329500,329500,B
1649,0.001386,329700,329700,Z
1650,0.001392,329900,329900,B
1651,0.001388,330100,330100,B
1652,0.001363,330300,330300,B
1653,0.001422,330500,330500,B
1654,0.001365,330700,330700,B
1655,0.001362,330900,330900,B
1656,0.001366,331100,331100,Z
1657,0.001368,331300,331300,Z
1658,0.001382,331500,331500,B
1659,0.001365,331700,331700,B
1660,0.001364,331900,331900,B
1661,0.001368,332100,332100,B
1662,0.001393,332300,332300,B
1663,0.001512,332500,332500,B
1664,0.001739,332700,332700,B
1665,0.001406,332900,332900,B
1666,0.00139,333100,333100,B
1667,0.001391,333300,333300,B
1668,0.001406,333500,333500,B
1669,0.001395,333700,333700,B
1670,0.001394,333900,333900,B
1671,0.001409,334100,334100,B
1672,0.001413,334300,334300,B
1673,0.001413,334500,334500,B
1674,0.001397,334700,334700,B
1675,0.001392,334900,334900,B
1676,0.00138,335100,335100,B
1677,0.001382,335300,335300,B
1678,0.001399,335500,335500,B
1679,0.001384,335700,335700,B
1680,0.001383,335900,335900,B
1681,0.001436,336100,336100,Z
1682,0.001387,336300,336300,Z
1683,0.001401,336500,336500,Z
1684,0.001387,336700,336700,B
1685,0.001387,336900,336900,B
1686,0.00139,337100,337100,Z
1687,0.001394,337300,337300,Z
1688,0.00141,337500,337500,B
1689,0.001398,337700,337700,B
1690,0.001397,337900,337900,B
1691,0.001407,338100,338100,B
1692,0.001396,338300,338300,B
1693,0.001415,338500,338500,B
1694,0.001401,338700,338700,B
1695,0.001399,338900,338900,B
1696,0.001401,339100,339100,B
1697,0.001403,339300,339300,B
1698,0.001415,339500,339500,B
1699,0.001403,339700,339700,B
1700,0.001403,339900,339900,B
1701,0.001403,340100,340100,Z
1702,0.001407,340300,340300,B
1703,0.00142,340500,340500,B
1704,0.001413,340700,340700,B
1705,0.001407,340900,340900,Z
1706,0.001406,341100,341100,Z
1707,0.00141,341300,341300,Z
1708,0.00142,341500,341500,Z
1709,0.001407,341700,341700,B
1710,0.00141,341900,341900,Z
1711,0.00141,342100,342100,Z
1712,0.001412,342300,342300,Z
1713,0.001426,342500,342500,Z
1714,0.00141,342700,342700,Z
1715,0.001413,342900,342900,Z
1716,0.001419,343100,343100,Z
1717,0.001415,343300,343300,B
1718,0.001429,343500,343500,B
1719,0.001415,343700,343700,B
1720,0.001419,343900,343900,B
1721,0.001413,344100,344100,B
1722,0.001433,344300,344300,Z
1723,0.001447,344500,344500,Z
1724,0.001441,344700,344700,Z
1725,0.001431,344900,344900,Z
1726,0.001436,345100,345100,Z
1727,0.001438,345300,345300,Z
1728,0.001489,345500,345500,Z
1729,0.001445,345700,345700,Z
1730,0.001444,345900,345900,Z
1731,0.001448,346100,346100,Z
1732,0.001437,346300,346300,Z
1733,0.001458,346500,346500,Z
1734,0.001446,346700,346700,Z
1735,0.001443,346900,346900,Z
1736,0.001443,347100,347100,Z
1737,0.001486,347300,347300,Z
1738,0.001448,347500,347500,Z
1739,0.00145,347700,347700,Z
1740,0.001444,347900,347900,Z
1741,0.001489,348100,348100,Z
1742,0.001445,348300,348300,Z
1743,0.001447,348500,348500,Z
1744,0.001439,348700,348700,Z
1745,0.001449,348900,348900,Z
1746,0.00144,349100,349100,Z
1747,0.001445,349300,349300,Z
1748,0.001533,349500,349500,Z
1749,0.001454,349700,349700,Z
1750,0.001441,349900,349900,Z
1751,0.001441,350100,350100,Z
1752,0.001445,350300,350300,Z
1753,0.00146,350500,350500,Z
1754,0.001497,350700,350700,Z
1755,0.00148,350900,350900,Z
1756,0.001483,351100,351100,L
1757,0.001585,351300,351300,Z
1758,0.001485,351500,351500,L
1759,0.00156,351700,351700,L
1760,0.001569,351900,351900,L
1761,0.001527,352100,352100,L
1762,0.001531,352300,352300,L
1763,0.001519,352500,352500,Z
1764,0.001461,352700,352700,Z
1765,0.00147,352900,352900,Z
1766,0.001472,353100,353100,Z
1767,0.001457,353300,353300,Z
1768,0.001455,353500,353500,Z
1769,0.001521,353700,353700,M
1770,0.001513,353900,353900,M
1771,0.001508,354100,354100,M
1772,0.001491,354300,354300,M
1773,0.00149,354500,354500,M
1774,0.001488,354700,354700,M
1775,0.00149,354900,354900,M
1776,0.001614,355100,355100,M
1777,0.001468,355300,355300,M
1778,0.001468,355500,355500,M
1779,0.00147,355700,355700,M
1780,0.001473,355900,355900,M
1781,0.001466,356100,356100,M
1782,0.001472,356300,356300,M
1783,0.001473,356500,356500,M
1784,0.001518,356700,356700,M
1785,0.00148,356900,356900,D
1786,0.001472,357100,357100,D
1787,0.001487,357300,357300,D
1788,0.001493,357500,357500,D
1789,0.001509,357700,357700,D
