SNo,Time,Flag,Size,Iterations,Key
120,1e-06,1,23900,15,4202
121,1e-06,1,24100,14,27160
122,0,1,24300,15,40951
123,1e-06,1,24500,15,40951
124,0,1,24700,15,37322
125,1e-06,1,24900,15,20767
126,0,1,25100,15,46486
127,1e-06,1,25300,14,36681
128,1e-06,1,25500,13,18579
129,1e-06,1,25700,15,8008
130,1e-06,1,25900,13,15100
131,0,1,26100,14,49538
132,1e-06,1,26300,15,18560
133,0,1,26500,15,11505
134,0,1,26700,10,8434
135,1e-06,1,26900,14,31015
136,1e-06,1,27100,15,45565
137,1e-06,1,27300,14,36790
138,0,1,27500,14,38927
139,1e-06,1,27700,8,26110
140,0,1,27900,15,6282
141,1e-06,1,28100,15,7260
142,1e-06,1,28300,15,56110
143,0,1,28500,15,38327
144,0,1,28700,13,5823
145,1e-06,1,28900,15,24486
146,1e-06,1,29100,15,18768
147,2e-06,1,29300,14,4688
148,0,1,29500,15,8315
149,1e-06,1,29700,15,20051
150,0,1,29900,13,15793
151,1e-06,1,30100,14,59838
152,0,1,30300,15,16311
153,1e-06,1,30500,14,51159
154,0,1,30700,15,9368
155,1e-06,1,30900,14,52344
156,0,1,31100,15,45731
157,1e-06,1,31300,15,60566
158,1e-06,1,31500,13,40951
159,0,1,31700,11,20765
160,1e-06,1,31900,14,31247
161,1e-06,1,32100,14,31660
162,1e-06,1,32300,15,24486
163,1e-06,1,32500,14,54262
164,0,1,32700,15,16471
165,1e-06,1,32900,14,32973
166,1e-06,1,33100,13,60566
167,1e-06,1,33300,15,3575
168,1e-06,1,33500,14,15793
169,2e-06,1,33700,15,66303
170,1e-06,1,33900,16,66303
171,1e-06,1,34100,9,48990
172,1e-06,1,34300,13,50427
173,1e-06,1,34500,15,54472
174,1e-06,1,34700,14,21270
175,1e-06,1,34900,14,24939
176,1e-06,1,35100,15,4847
177,1e-06,1,35300,15,34351
178,1e-06,1,35500,13,40951
179,1e-06,1,35700,15,31988
180,1e-06,1,35900,15,59472
181,1e-06,1,36100,15,34507
182,0,1,36300,15,3661
183,1e-06,1,36500,16,32973
184,1e-06,1,36700,15,3893
185,2e-06,1,36900,15,69517
186,1e-06,1,37100,15,31988
187,1e-06,1,37300,14,64011
188,0,1,37500,15,32484
189,0,1,37700,16,49538
190,1e-06,1,37900,15,36339
191,1e-06,1,38100,14,65248
192,1e-06,1,38300,16,21285
193,1e-06,1,38500,15,32973
194,1e-06,1,38700,12,69517
195,1e-06,1,38900,12,10704
196,1e-06,1,39100,13,13528
197,1e-06,1,39300,13,18705
198,1e-06,1,39500,15,63451
199,1e-06,1,39700,13,2552
200,1e-06,1,39900,14,38327
201,1e-06,1,40100,14,25908
202,1e-06,1,40300,14,69521
203,1e-06,1,40500,16,40951
204,1e-06,1,40700,12,3668
205,1e-06,1,40900,16,38138
206,1e-06,1,41100,16,7260
207,1e-06,1,41300,15,71572
208,1e-06,1,41500,15,25908
209,1e-06,1,41700,15,53440
210,1e-06,1,41900,13,51507
211,1e-06,1,42100,15,70494
212,2e-06,1,42300,15,55527
213,2e-06,1,42500,15,74046
214,1e-06,1,42700,16,44071
215,1e-06,1,42900,15,23275
216,0,1,43100,16,82808
217,0,1,43300,15,77854
218,1e-06,1,43500,16,18579
219,0,1,43700,16,76530
220,2e-06,1,43900,14,30117
221,0,1,44100,13,40951
222,1e-06,1,44300,16,63951
223,1e-06,1,44500,16,30629
224,1e-06,1,44700,15,72973
225,1e-06,1,44900,13,5941
226,1e-06,1,45100,15,71637
227,1e-06,1,45300,13,439
228,1e-06,1,45500,16,49945
229,1e-06,1,45700,16,47502
230,1e-06,1,45900,16,66039
231,0,1,46100,14,287
232,1e-06,1,46300,14,77820
233,1e-06,1,46500,15,11068
234,1e-06,1,46700,16,49945
235,0,1,46900,15,30554
236,1e-06,1,47100,16,32382
237,1e-06,1,47300,15,12532
238,1e-06,1,47500,13,17092
239,1e-06,1,47700,16,73230
240,1e-06,1,47900,14,32562
241,1e-06,1,48100,14,34969
242,1e-06,1,48300,16,6748
243,1e-06,1,48500,13,71637
244,1e-06,1,48700,13,55437
245,1e-06,1,48900,15,43982
246,0,1,49100,15,95343
247,1e-06,1,49300,16,57754
248,1e-06,1,49500,12,30626
249,1e-06,1,49700,15,7936
250,0,1,49900,16,69761
251,0,1,50100,15,54298
252,1e-06,1,50300,16,51783
253,0,1,50500,15,65849
254,1e-06,1,50700,15,34677
255,1e-06,1,50900,16,78101
256,1e-06,1,51100,16,66582
257,1e-06,1,51300,15,90417
258,1e-06,1,51500,14,48778
259,1e-06,1,51700,12,26018
260,1e-06,1,51900,16,23910
261,1e-06,1,52100,11,43252
262,1e-06,1,52300,16,33594
263,1e-06,1,52500,15,74063
264,1e-06,1,52700,16,87177
265,1e-06,1,52900,12,5734
266,1e-06,1,53100,10,103769
267,1e-06,1,53300,15,18546
268,1e-06,1,53500,15,34650
269,1e-06,1,53700,11,7384
270,0,1,53900,8,69224
271,1e-06,1,54100,16,55432
272,1e-06,1,54300,15,66846
273,0,1,54500,14,48323
274,1e-06,1,54700,16,11920
275,1e-06,1,54900,14,69248
276,0,1,55100,12,25816
277,0,1,55300,14,77830
278,1e-06,1,55500,14,79339
279,1e-06,1,55700,16,72332
280,1e-06,1,55900,16,27254
281,1e-06,1,56100,15,95343
282,1e-06,1,56300,15,82563
283,0,1,56500,10,12270
284,1e-06,1,56700,16,99815
285,1e-06,1,56900,16,25053
286,1e-06,1,57100,16,43252
287,1e-06,1,57300,16,826
288,1e-06,1,57500,15,54221
289,2e-06,1,57700,15,10129
290,1e-06,1,57900,16,20800
291,0,1,58100,13,46014
292,1e-06,1,58300,16,2368
293,0,1,58500,16,30641
294,0,1,58700,16,33445
295,1e-06,1,58900,15,69248
296,1e-06,1,59100,15,3507
297,0,1,59300,13,87222
298,1e-06,1,59500,16,57754
299,1e-06,1,59700,16,114466
300,1e-06,1,59900,15,65781
301,1e-06,1,60100,16,30626
302,1e-06,1,60300,11,98018
303,1e-06,1,60500,15,56026
304,1e-06,1,60700,16,4058
305,1e-06,1,60900,16,7936
306,1e-06,1,61100,14,27580
307,1e-06,1,61300,16,66183
308,0,1,61500,15,22056
309,1e-06,1,61700,16,2783
310,0,1,61900,16,122423
311,1e-06,1,62100,16,117301
312,1e-06,1,62300,16,22941
313,1e-06,1,62500,16,47206
314,1e-06,1,62700,16,118344
315,1e-06,1,62900,16,96667
316,1e-06,1,63100,9,71570
317,1e-06,1,63300,16,67407
318,2e-06,1,63500,16,49267
319,1e-06,1,63700,16,49945
320,1e-06,1,63900,16,68680
321,2e-06,1,64100,16,107290
322,1e-06,1,64300,14,49826
323,1e-06,1,64500,16,76263
324,1e-06,1,64700,16,102368
325,1e-06,1,64900,14,70883
326,1e-06,1,65100,16,82927
327,1e-06,1,65300,16,121731
328,1e-06,1,65500,16,109800
329,1e-06,1,65700,15,41732
330,1e-06,1,65900,12,110859
331,1e-06,1,66100,15,8387
332,1e-06,1,66300,13,51461
333,1e-06,1,66500,17,46966
334,0,1,66700,13,93458
335,0,1,66900,16,32743
336,0,1,67100,16,13315
337,1e-06,1,67300,13,44101
338,1e-06,1,67500,14,21575
339,1e-06,1,67700,15,83636
340,1e-06,1,67900,14,110531
341,1e-06,1,68100,16,10688
342,1e-06,1,68300,15,59231
343,1e-06,1,68500,16,116675
344,1e-06,1,68700,16,58679
345,1e-06,1,68900,14,4644
346,1e-06,1,69100,16,83935
347,1e-06,1,69300,14,118904
348,1e-06,1,69500,16,131985
349,1e-06,1,69700,15,68668
350,1e-06,1,69900,17,108538
351,1e-06,1,70100,16,73677
352,1e-06,1,70300,16,39942
353,1e-06,1,70500,15,70883
354,1e-06,1,70700,16,22435
355,1e-06,1,70900,16,121752
356,1e-06,1,71100,16,10936
357,1e-06,1,71300,16,23379
358,1e-06,1,71500,16,48018
359,1e-06,1,71700,16,139568
360,1e-06,1,71900,17,118688
361,1e-06,1,72100,13,70675
362,1e-06,1,72300,16,10688
363,1e-06,1,72500,15,88827
364,1e-06,1,72700,16,131842
365,1e-06,1,72900,15,35340
366,1e-06,1,73100,16,76263
367,1e-06,1,73300,16,115
368,1e-06,1,73500,15,73394
369,1e-06,1,73700,15,113948
370,0,1,73900,16,81469
371,2e-06,1,74100,12,134954
372,1e-06,1,74300,15,95185
373,2e-06,1,74500,15,129738
374,1e-06,1,74700,16,68668
375,1e-06,1,74900,16,124191
376,1e-06,1,75100,13,148375
377,3e-06,1,75300,16,118548
378,1e-06,1,75500,15,100737
379,0,1,75700,15,43942
380,1e-06,1,75900,16,111629
381,1e-06,1,76100,14,17986
382,1e-06,1,76300,16,103255
383,0,1,76500,15,76263
384,0,1,76700,14,151424
385,0,1,76900,17,58059
386,0,1,77100,15,53706
387,1e-06,1,77300,16,113201
388,1e-06,1,77500,16,61313
389,1e-06,1,77700,16,80886
390,1e-06,1,77900,16,25711
391,3e-06,1,78100,16,22813
392,1e-06,1,78300,17,54333
393,1e-06,1,78500,17,153006
394,1e-06,1,78700,14,20182
395,1e-06,1,78900,16,139406
396,2e-06,1,79100,17,25013
397,2e-06,1,79300,15,4779
398,2e-06,1,79500,15,144547
399,2e-06,1,79700,17,25455
400,1e-06,1,79900,16,70964
401,1e-06,1,80100,16,64504
402,2e-06,1,80300,17,77185
403,1e-06,1,80500,14,103788
404,1e-06,1,80700,17,160963
405,1e-06,1,80900,10,87719
406,1e-06,1,81100,16,102149
407,1e-06,1,81300,17,72235
408,0,1,81500,15,130508
409,1e-06,1,81700,16,131413
410,0,1,81900,16,15303
411,1e-06,1,82100,16,81753
412,1e-06,1,82300,15,83132
413,1e-06,1,82500,16,139687
414,0,1,82700,16,108622
415,1e-06,1,82900,17,78277
416,2e-06,1,83100,14,77185
417,2e-06,1,83300,17,130629
418,1e-06,1,83500,17,24820
419,1e-06,1,83700,12,51126
420,1e-06,1,83900,16,2831
421,2e-06,1,84100,16,167172
422,3e-06,1,84300,15,101850
423,2e-06,1,84500,15,112540
424,1e-06,1,84700,14,129802
425,2e-06,1,84900,15,24649
426,1e-06,1,85100,16,77061
427,1e-06,1,85300,13,159508
428,1e-06,1,85500,15,124354
429,2e-06,1,85700,17,59316
430,1e-06,1,85900,17,4276
431,2e-06,1,86100,15,51126
432,1e-06,1,86300,14,84056
433,1e-06,1,86500,12,162333
434,2e-06,1,86700,14,123273
435,1e-06,1,86900,12,95363
436,1e-06,1,87100,11,72460
437,1e-06,1,87300,15,39880
438,1e-06,1,87500,16,121612
439,1e-06,1,87700,14,114
440,1e-06,1,87900,16,133119
441,1e-06,1,88100,16,63980
442,2e-06,1,88300,16,54167
443,1e-06,1,88500,13,92166
444,1e-06,1,88700,15,173018
445,2e-06,1,88900,15,114571
446,1e-06,1,89100,16,88895
447,1e-06,1,89300,17,50382
448,2e-06,1,89500,17,128135
449,2e-06,1,89700,15,112540
450,2e-06,1,89900,14,24820
451,2e-06,1,90100,16,105333
452,1e-06,1,90300,13,24649
453,2e-06,1,90500,15,65485
454,1e-06,1,90700,15,168643
455,1e-06,1,90900,16,19210
456,1e-06,1,91100,12,92906
457,1e-06,1,91300,13,114
458,1e-06,1,91500,15,85346
459,1e-06,1,91700,16,110255
460,2e-06,1,91900,14,36640
461,1e-06,1,92100,16,39862
462,2e-06,1,92300,14,47709
463,2e-06,1,92500,15,33149
464,1e-06,1,92700,16,50988
465,1e-06,1,92900,17,102573
466,0,1,93100,17,123931
467,0,1,93300,17,86435
468,0,1,93500,15,3616
469,1e-06,1,93700,17,132084
470,1e-06,1,93900,17,148869
471,1e-06,1,94100,16,57160
472,1e-06,1,94300,15,81990
473,1e-06,1,94500,16,169425
474,1e-06,1,94700,17,36448
475,1e-06,1,94900,17,182319
476,1e-06,1,95100,17,17855
477,1e-06,1,95300,17,16771
478,1e-06,1,95500,15,9968
479,0,1,95700,16,175487
480,0,1,95900,13,188722
481,1e-06,1,96100,16,81322
482,1e-06,1,96300,15,180822
483,1e-06,1,96500,17,35144
484,1e-06,1,96700,16,15350
485,1e-06,1,96900,13,117585
486,1e-06,1,97100,16,15737
487,0,1,97300,17,81007
488,1e-06,1,97500,17,28936
489,1e-06,1,97700,16,111383
490,1e-06,1,97900,16,136497
491,2e-06,1,98100,16,5627
492,0,1,98300,15,119529
493,1e-06,1,98500,16,19426
494,1e-06,1,98700,15,52784
495,1e-06,1,98900,16,51992
496,1e-06,1,99100,16,51437
497,0,1,99300,16,184463
498,0,1,99500,17,157868
499,1e-06,1,99700,17,50371
500,1e-06,1,99900,16,125672
501,0,1,100100,15,87312
502,1e-06,1,100300,16,6490
503,0,1,100500,15,114149
504,1e-06,1,100700,15,105914
505,1e-06,1,100900,17,75901
506,1e-06,1,101100,17,117672
507,1e-06,1,101300,14,137145
508,1e-06,1,101500,17,43166
509,1e-06,1,101700,15,80642
510,0,1,101900,16,157168
511,1e-06,1,102100,14,100708
512,1e-06,1,102300,14,1965
513,0,1,102500,13,188626
514,0,1,102700,17,16484
515,0,1,102900,15,76105
516,1e-06,1,103100,16,2918
517,0,1,103300,16,13602
518,1e-06,1,103500,14,177785
519,1e-06,1,103700,17,60364
520,1e-06,1,103900,16,114885
521,1e-06,1,104100,17,66692
522,1e-06,1,104300,15,369
523,1e-06,1,104500,16,75557
524,1e-06,1,104700,16,35982
525,0,1,104900,16,92380
526,1e-06,1,105100,17,205259
527,1e-06,1,105300,17,76141
528,1e-06,1,105500,16,153037
529,1e-06,1,105700,17,56774
530,1e-06,1,105900,17,43363
531,1e-06,1,106100,14,34091
532,1e-06,1,106300,17,105184
533,1e-06,1,106500,16,166226
534,1e-06,1,106700,16,168836
535,1e-06,1,106900,17,137375
536,1e-06,1,107100,17,151883
537,1e-06,1,107300,17,146241
538,1e-06,1,107500,17,173387
539,1e-06,1,107700,16,189581
540,1e-06,1,107900,12,140245
541,1e-06,1,108100,16,45026
542,1e-06,1,108300,15,162285
543,1e-06,1,108500,9,155344
544,1e-06,1,108700,15,149505
545,1e-06,1,108900,15,208518
546,1e-06,1,109100,17,187413
547,1e-06,1,109300,17,82570
548,1e-06,1,109500,16,172641
549,1e-06,1,109700,17,72213
550,1e-06,1,109900,17,63810
551,1e-06,1,110100,17,56431
552,1e-06,1,110300,15,196109
553,0,1,110500,16,131019
554,0,1,110700,16,190380
555,1e-06,1,110900,14,94300
556,1e-06,1,111100,17,201839
557,1e-06,1,111300,17,217348
558,1e-06,1,111500,17,23782
559,1e-06,1,111700,16,171666
560,1e-06,1,111900,15,191440
561,0,1,112100,16,89349
562,1e-06,1,112300,17,146898
563,1e-06,1,112500,17,96036
564,1e-06,1,112700,17,135551
565,0,1,112900,17,51560
566,1e-06,1,113100,17,80562
567,1e-06,1,113300,16,182094
568,0,1,113500,15,184386
569,1e-06,1,113700,12,123352
570,1e-06,1,113900,15,180584
571,1e-06,1,114100,17,204852
572,0,1,114300,16,176518
573,1e-06,1,114500,17,171420
574,1e-06,1,114700,16,176287
575,4e-06,1,114900,17,115322
576,1e-06,1,115100,17,216261
577,1e-06,1,115300,15,157636
578,1e-06,1,115500,17,39073
579,0,1,115700,15,167422
580,1e-06,1,115900,17,21326
581,0,1,116100,16,173314
582,1e-06,1,116300,17,204155
583,0,1,116500,17,54264
584,1e-06,1,116700,16,192514
585,1e-06,1,116900,17,121111
586,1e-06,1,117100,15,194780
587,1e-06,1,117300,17,230800
588,1e-06,1,117500,17,158150
589,1e-06,1,117700,14,116979
590,1e-06,1,117900,17,184914
591,1e-06,1,118100,15,18102
592,2e-06,1,118300,17,56939
593,1e-06,1,118500,13,198733
594,1e-06,1,118700,17,37278
595,1e-06,1,118900,13,137377
596,1e-06,1,119100,17,9615
597,1e-06,1,119300,17,3585
598,1e-06,1,119500,14,64515
599,1e-06,1,119700,16,22779
600,1e-06,1,119900,13,223494
601,1e-06,1,120100,16,213810
602,0,1,120300,17,176518
603,1e-06,1,120500,17,22546
604,0,1,120700,17,208573
605,0,1,120900,17,240373
606,1e-06,1,121100,15,231361
607,1e-06,1,121300,16,206133
608,1e-06,1,121500,17,226299
609,1e-06,1,121700,17,93878
610,1e-06,1,121900,17,174783
611,1e-06,1,122100,16,46634
612,0,1,122300,17,244147
613,1e-06,1,122500,17,57201
614,1e-06,1,122700,17,11775
615,1e-06,1,122900,17,152403
616,2e-06,1,123100,16,35806
617,1e-06,1,123300,16,107878
618,1e-06,1,123500,14,84500
619,1e-06,1,123700,15,113007
620,1e-06,1,123900,17,144068
621,1e-06,1,124100,13,150894
622,1e-06,1,124300,15,43006
623,1e-06,1,124500,16,74895
624,1e-06,1,124700,17,165745
625,1e-06,1,124900,16,208054
626,1e-06,1,125100,17,141267
627,1e-06,1,125300,16,42755
628,1e-06,1,125500,14,93577
629,1e-06,1,125700,16,212291
630,1e-06,1,125900,16,178958
631,1e-06,1,126100,17,242082
632,1e-06,1,126300,14,69521
633,1e-06,1,126500,15,14372
634,1e-06,1,126700,16,136825
635,1e-06,1,126900,16,130690
636,1e-06,1,127100,17,17433
637,0,1,127300,17,84500
638,1e-06,1,127500,16,158724
639,1e-06,1,127700,15,4834
640,1e-06,1,127900,13,226804
641,1e-06,1,128100,16,21137
642,1e-06,1,128300,17,150007
643,1e-06,1,128500,17,211063
644,1e-06,1,128700,17,155963
645,1e-06,1,128900,17,123295
646,1e-06,1,129100,16,4834
647,1e-06,1,129300,15,158724
648,1e-06,1,129500,17,84500
649,1e-06,1,129700,17,127426
650,1e-06,1,129900,17,210177
651,1e-06,1,130100,16,147366
652,1e-06,1,130300,16,204758
653,1e-06,1,130500,16,241861
654,1e-06,1,130700,17,216069
655,1e-06,1,130900,17,230228
656,1e-06,1,131100,17,244674
657,1e-06,1,131300,16,142510
658,1e-06,1,131500,15,23758
659,1e-06,1,131700,15,135403
660,1e-06,1,131900,17,5573
661,1e-06,1,132100,17,98514
662,0,1,132300,16,145990
663,0,1,132500,17,134603
664,1e-06,1,132700,16,91117
665,1e-06,1,132900,11,183773
666,1e-06,1,133100,15,210492
667,1e-06,1,133300,10,44910
668,1e-06,1,133500,17,241861
669,0,1,133700,16,129981
670,1e-06,1,133900,17,192129
671,1e-06,1,134100,17,182265
672,1e-06,1,134300,17,108924
673,1e-06,1,134500,15,156818
674,1e-06,1,134700,17,80605
675,1e-06,1,134900,17,222442
676,1e-06,1,135100,17,234364
677,1e-06,1,135300,15,178852
678,1e-06,1,135500,17,60799
679,2e-06,1,135700,17,174684
680,1e-06,1,135900,13,246297
681,1e-06,1,136100,16,148330
682,2e-06,1,136300,16,73467
683,1e-06,1,136500,17,161017
684,1e-06,1,136700,17,264090
685,1e-06,1,136900,15,92000
686,1e-06,1,137100,17,59347
687,2e-06,1,137300,12,240810
688,1e-06,1,137500,17,3145
689,1e-06,1,137700,17,17357
690,1e-06,1,137900,17,101790
691,1e-06,1,138100,16,251643
692,0,1,138300,17,100800
693,0,1,138500,17,91843
694,1e-06,1,138700,16,20702
695,0,1,138900,16,152791
696,1e-06,1,139100,17,245526
697,0,1,139300,17,277426
698,1e-06,1,139500,10,205623
699,1e-06,1,139700,17,5478
700,0,1,139900,17,240928
701,1e-06,1,140100,18,175928
702,1e-06,1,140300,16,99571
703,1e-06,1,140500,16,234899
704,1e-06,1,140700,17,261854
705,0,1,140900,16,193798
706,1e-06,1,141100,17,180188
707,1e-06,1,141300,17,249670
708,1e-06,1,141500,16,120939
709,1e-06,1,141700,16,161019
710,1e-06,1,141900,17,35752
711,1e-06,1,142100,18,144963
712,1e-06,1,142300,17,166953
713,1e-06,1,142500,13,13017
714,0,1,142700,15,155365
715,0,1,142900,15,180616
716,0,1,143100,16,194375
717,2e-06,1,143300,14,102512
718,0,1,143500,17,277426
719,1e-06,1,143700,17,54712
720,1e-06,1,143900,15,149824
721,1e-06,1,144100,16,2298
722,1e-06,1,144300,16,25926
723,1e-06,1,144500,16,8243
724,1e-06,1,144700,17,18836
725,2e-06,1,144900,15,48526
726,1e-06,1,145100,17,274671
727,1e-06,1,145300,17,179318
728,1e-06,1,145500,15,26536
729,1e-06,1,145700,17,215455
730,1e-06,1,145900,17,173261
731,1e-06,1,146100,14,64358
732,1e-06,1,146300,17,59646
733,1e-06,1,146500,17,69518
734,1e-06,1,146700,15,226082
735,1e-06,1,146900,16,126418
736,1e-06,1,147100,16,16726
737,0,1,147300,16,190433
738,1e-06,1,147500,16,218859
739,1e-06,1,147700,17,39953
740,1e-06,1,147900,14,119401
741,0,1,148100,16,254776
742,1e-06,1,148300,17,30061
743,1e-06,1,148500,17,234358
744,2e-06,1,148700,17,137709
745,1e-06,1,148900,18,171736
746,1e-06,1,149100,16,142858
747,1e-06,1,149300,17,200218
748,0,1,149500,18,153994
749,1e-06,1,149700,15,230701
750,0,1,149900,18,234638
751,1e-06,1,150100,18,267803
752,1e-06,1,150300,17,101636
753,1e-06,1,150500,16,200266
754,0,1,150700,16,181912
755,1e-06,1,150900,17,174291
756,1e-06,1,151100,17,18186
757,1e-06,1,151300,17,120754
758,1e-06,1,151500,17,271723
759,0,1,151700,17,95344
760,0,1,151900,14,21627
761,1e-06,1,152100,16,128242
762,1e-06,1,152300,15,77896
763,1e-06,1,152500,10,180319
764,1e-06,1,152700,16,87437
765,0,1,152900,15,3222
766,1e-06,1,153100,17,297468
767,1e-06,1,153300,18,242267
768,0,1,153500,14,73119
769,1e-06,1,153700,16,212309
770,2e-06,1,153900,16,126230
771,1e-06,1,154100,17,39725
772,1e-06,1,154300,17,16234
773,2e-06,1,154500,17,303071
774,1e-06,1,154700,17,73557
775,1e-06,1,154900,17,177650
776,1e-06,1,155100,16,160912
777,1e-06,1,155300,17,70318
778,1e-06,1,155500,17,57550
779,1e-06,1,155700,17,286041
780,1e-06,1,155900,18,269017
781,2e-06,1,156100,16,158339
782,1e-06,1,156300,16,206732
783,1e-06,1,156500,17,161103
784,2e-06,1,156700,17,243526
785,1e-06,1,156900,17,66128
786,2e-06,1,157100,16,88545
787,1e-06,1,157300,16,88734
788,1e-06,1,157500,17,308435
789,1e-06,1,157700,18,14657
790,1e-06,1,157900,17,183867
791,1e-06,1,158100,16,128459
792,1e-06,1,158300,10,163353
793,1e-06,1,158500,17,284372
794,1e-06,1,158700,17,159190
795,1e-06,1,158900,11,60748
796,1e-06,1,159100,16,93842
797,1e-06,1,159300,18,39449
798,1e-06,1,159500,17,196492
799,0,1,159700,15,217196
800,0,1,159900,15,196873
801,1e-06,1,160100,16,699
802,1e-06,1,160300,17,10603
803,1e-06,1,160500,17,169561
804,1e-06,1,160700,17,36185
805,1e-06,1,160900,17,105509
806,1e-06,1,161100,17,150957
807,1e-06,1,161300,15,169611
808,1e-06,1,161500,17,207394
809,1e-06,1,161700,14,100755
810,1e-06,1,161900,16,280870
811,1e-06,1,162100,18,293348
812,1e-06,1,162300,14,173198
813,1e-06,1,162500,12,218706
814,1e-06,1,162700,17,214298
815,0,1,162900,17,133065
816,0,1,163100,17,249887
817,1e-06,1,163300,16,4691
818,1e-06,1,163500,16,323065
819,0,1,163700,15,263553
820,1e-06,1,163900,17,17783
821,1e-06,1,164100,17,211684
822,1e-06,1,164300,16,233910
823,1e-06,1,164500,17,52579
824,1e-06,1,164700,16,52804
825,1e-06,1,164900,17,73367
826,1e-06,1,165100,18,226314
827,1e-06,1,165300,17,186469
828,1e-06,1,165500,16,83220
829,1e-06,1,165700,15,121439
830,1e-06,1,165900,16,92948
831,2e-06,1,166100,16,103518
832,2e-06,1,166300,18,48330
833,1e-06,1,166500,16,269572
834,1e-06,1,166700,18,142565
835,1e-06,1,166900,15,247684
836,1e-06,1,167100,17,98575
837,2e-06,1,167300,18,295205
838,1e-06,1,167500,16,49024
839,3e-06,1,167700,18,284436
840,1e-06,1,167900,15,201941
841,1e-06,1,168100,17,303698
842,1e-06,1,168300,18,226698
843,1e-06,1,168500,18,263590
844,1e-06,1,168700,16,92422
845,1e-06,1,168900,17,37212
846,1e-06,1,169100,17,240194
847,2e-06,1,169300,16,47095
848,1e-06,1,169500,15,100007
