SNo,Time,Flag,Size,Iterations,Key
163,2e-06,1,32500,281,59263
164,1e-06,1,32700,58,844
165,2e-06,1,32900,165,55028
166,2e-06,1,33100,201,45946
167,2e-06,1,33300,95,30558
168,2e-06,1,33500,278,64613
169,2e-06,1,33700,269,44061
170,3e-06,1,33900,250,61506
171,1e-06,1,34100,188,13135
172,1e-06,1,34300,278,35424
173,2e-06,1,34500,159,55874
174,2e-06,1,34700,136,35690
175,2e-06,1,34900,218,24520
176,2e-06,1,35100,188,26365
177,2e-06,1,35300,322,63418
178,2e-06,1,35500,256,26956
179,1e-06,1,35700,125,16701
180,2e-06,1,35900,155,27660
181,2e-06,1,36100,206,36970
182,2e-06,1,36300,174,37304
183,1e-06,1,36500,110,13114
184,2e-06,1,36700,93,23775
185,3e-06,1,36900,242,67666
186,4e-06,1,37100,247,55874
187,2e-06,1,37300,275,35424
188,2e-06,1,37500,229,53790
189,3e-06,1,37700,306,51421
190,2e-06,1,37900,227,49753
191,1e-06,1,38100,195,5858
192,8e-06,1,38300,325,51347
193,2e-06,1,38500,198,4727
194,2e-06,1,38700,255,44516
195,2e-06,1,38900,261,55028
196,1e-06,1,39100,190,1955
197,2e-06,1,39300,168,8197
198,2e-06,1,39500,218,9471
199,2e-06,1,39700,301,73564
200,2e-06,1,39900,171,20547
201,2e-06,1,40100,281,57616
202,2e-06,1,40300,272,32391
203,2e-06,1,40500,118,9471
204,2e-06,1,40700,185,58951
205,1e-06,1,40900,199,20886
206,1e-06,1,41100,115,33650
207,2e-06,1,41300,98,20365
208,2e-06,1,41500,225,74069
209,2e-06,1,41700,254,39959
210,2e-06,1,41900,260,34667
211,2e-06,1,42100,264,45102
212,2e-06,1,42300,356,72222
213,1e-06,1,42500,161,16701
214,4e-06,1,42700,280,62600
215,2e-06,1,42900,291,40259
216,2e-06,1,43100,60,2622
217,3e-06,1,43300,202,82295
218,3e-06,1,43500,353,61075
219,1e-06,1,43700,208,4145
220,4e-06,1,43900,277,69443
221,1e-06,1,44100,42,9748
222,3e-06,1,44300,265,48059
223,2e-06,1,44500,225,65511
224,2e-06,1,44700,380,88973
225,3e-06,1,44900,206,31942
226,3e-06,1,45100,244,58099
227,4e-06,1,45300,305,61703
228,2e-06,1,45500,193,32228
229,2e-06,1,45700,221,26309
230,2e-06,1,45900,180,40395
231,2e-06,1,46100,170,68321
232,2e-06,1,46300,335,52730
233,2e-06,1,46500,206,44055
234,1e-06,1,46700,132,53060
235,3e-06,1,46900,224,65655
236,2e-06,1,47100,161,34989
237,1e-06,1,47300,36,11833
238,2e-06,1,47500,212,15229
239,3e-06,1,47700,434,95025
240,3e-06,1,47900,320,73824
241,2e-06,1,48100,242,14589
242,2e-06,1,48300,274,39518
243,2e-06,1,48500,107,5938
244,2e-06,1,48700,192,49015
245,1e-06,1,48900,53,21803
246,1e-06,1,49100,76,31534
247,2e-06,1,49300,312,78830
248,3e-06,1,49500,299,64653
249,2e-06,1,49700,240,45699
250,1e-06,1,49900,136,47002
251,2e-06,1,50100,278,64429
252,2e-06,1,50300,176,8860
253,2e-06,1,50500,235,29118
254,2e-06,1,50700,146,32193
255,2e-06,1,50900,129,46924
256,1e-06,1,51100,181,26530
257,2e-06,1,51300,276,27170
258,3e-06,1,51500,323,100496
259,3e-06,1,51700,299,96288
260,1e-06,1,51900,255,29549
261,2e-06,1,52100,133,25344
262,2e-06,1,52300,215,91916
263,1e-06,1,52500,90,15229
264,2e-06,1,52700,226,52829
265,1e-06,1,52900,192,20201
266,2e-06,1,53100,373,88016
267,3e-06,1,53300,418,105767
268,2e-06,1,53500,381,74524
269,2e-06,1,53700,131,22910
270,2e-06,1,53900,364,72513
271,3e-06,1,54100,387,82243
272,2e-06,1,54300,244,31220
273,2e-06,1,54500,294,78284
274,1e-06,1,54700,136,19879
275,1e-06,1,54900,132,58840
276,3e-06,1,55100,448,103300
277,2e-06,1,55300,237,58840
278,1e-06,1,55500,127,15229
279,3e-06,1,55700,316,97152
280,1e-06,1,55900,141,66372
281,2e-06,1,56100,268,82882
282,2e-06,1,56300,143,47002
283,1e-06,1,56500,72,19153
284,1e-06,1,56700,70,1125
285,2e-06,1,56900,320,96998
286,2e-06,1,57100,309,87971
287,4e-06,1,57300,354,63839
288,3e-06,1,57500,234,98714
289,2e-06,1,57700,273,76252
290,3e-06,1,57900,375,103300
291,5e-06,1,58100,261,67082
292,1e-06,1,58300,131,25315
293,2e-06,1,58500,230,71227
294,5e-06,1,58700,309,72615
295,3e-06,1,58900,251,117634
296,3e-06,1,59100,345,82546
297,2e-06,1,59300,187,43351
298,2e-06,1,59500,127,15229
299,3e-06,1,59700,421,110087
300,2e-06,1,59900,229,31534
301,2e-06,1,60100,152,58132
302,1e-06,1,60300,100,19371
303,2e-06,1,60500,133,41640
304,2e-06,1,60700,328,48059
305,2e-06,1,60900,201,81870
306,2e-06,1,61100,275,21803
307,4e-06,1,61300,414,122371
308,2e-06,1,61500,176,7840
309,1e-06,1,61700,108,24478
310,2e-06,1,61900,264,17401
311,2e-06,1,62100,165,40395
312,1e-06,1,62300,53,1125
313,3e-06,1,62500,314,88939
314,2e-06,1,62700,233,67970
315,2e-06,1,62900,143,15229
316,1e-06,1,63100,138,40126
317,3e-06,1,63300,414,88016
318,2e-06,1,63500,257,13006
319,2e-06,1,63700,289,44632
320,2e-06,1,63900,133,15335
321,2e-06,1,64100,355,71406
322,4e-06,1,64300,422,99364
323,1e-06,1,64500,124,11833
324,3e-06,1,64700,206,74883
325,4e-06,1,64900,384,104290
326,4e-06,1,65100,261,69064
327,1e-06,1,65300,177,23645
328,3e-06,1,65500,243,114791
329,3e-06,1,65700,246,111196
330,2e-06,1,65900,251,101953
331,2e-06,1,66100,287,80324
332,2e-06,1,66300,177,15524
333,2e-06,1,66500,265,58415
334,2e-06,1,66700,263,124018
335,3e-06,1,66900,234,119295
336,2e-06,1,67100,319,49196
337,2e-06,1,67300,180,24998
338,2e-06,1,67500,267,70269
339,4e-06,1,67700,335,122073
340,2e-06,1,67900,359,121661
341,3e-06,1,68100,290,103750
342,2e-06,1,68300,225,70805
343,2e-06,1,68500,269,67808
344,3e-06,1,68700,375,125692
345,3e-06,1,68900,373,97356
346,2e-06,1,69100,92,44677
347,3e-06,1,69300,301,103349
348,2e-06,1,69500,255,114868
349,2e-06,1,69700,118,46161
350,2e-06,1,69900,217,20896
351,2e-06,1,70100,325,35555
352,2e-06,1,70300,101,33552
353,3e-06,1,70500,313,90803
354,2e-06,1,70700,283,105617
355,3e-06,1,70900,419,90803
356,2e-06,1,71100,303,33552
357,6e-06,1,71300,343,132651
358,2e-06,1,71500,169,61599
359,4e-06,1,71700,255,94056
360,4e-06,1,71900,435,123258
361,2e-06,1,72100,237,37491
362,2e-06,1,72300,231,105046
363,3e-06,1,72500,296,70863
364,1e-06,1,72700,243,16536
365,5e-06,1,72900,367,91005
366,1e-06,1,73100,47,2205
367,2e-06,1,73300,284,89774
368,1e-06,1,73500,219,10657
369,3e-06,1,73700,433,102891
370,2e-06,1,73900,191,1967
371,3e-06,1,74100,218,24800
372,3e-06,1,74300,340,76543
373,4e-06,1,74500,395,87920
374,3e-06,1,74700,364,129745
375,3e-06,1,74900,285,44162
376,1e-06,1,75100,136,13324
377,2e-06,1,75300,92,7324
378,3e-06,1,75500,356,76562
379,2e-06,1,75700,207,27850
380,3e-06,1,75900,436,121023
381,2e-06,1,76100,206,25069
382,2e-06,1,76300,223,90081
383,3e-06,1,76500,333,133178
384,2e-06,1,76700,195,81259
385,3e-06,1,76900,435,119616
386,2e-06,1,77100,243,54064
387,2e-06,1,77300,187,24757
388,2e-06,1,77500,275,69825
389,2e-06,1,77700,51,23935
390,4e-06,1,77900,435,132651
391,2e-06,1,78100,372,125372
392,2e-06,1,78300,248,3854
393,3e-06,1,78500,339,135080
394,2e-06,1,78700,92,27505
395,3e-06,1,78900,331,74874
396,1e-06,1,79100,23,6208
397,2e-06,1,79300,215,49196
398,3e-06,1,79500,310,76715
399,3e-06,1,79700,211,36383
400,3e-06,1,79900,365,123293
401,3e-06,1,80100,364,99918
402,3e-06,1,80300,418,133804
403,3e-06,1,80500,348,143768
404,2e-06,1,80700,197,81274
405,1e-06,1,80900,130,16644
406,1e-06,1,81100,180,21935
407,3e-06,1,81300,416,75710
408,2e-06,1,81500,314,38300
409,3e-06,1,81700,168,82550
410,2e-06,1,81900,302,130663
411,3e-06,1,82100,281,101901
412,2e-06,1,82300,136,45350
413,3e-06,1,82500,354,40280
414,2e-06,1,82700,277,9075
415,3e-06,1,82900,370,106419
416,1e-06,1,83100,85,4204
417,2e-06,1,83300,157,60017
418,2e-06,1,83500,263,40280
419,1e-06,1,83700,94,33257
420,3e-06,1,83900,381,164314
421,1e-06,1,84100,121,59295
422,1e-06,1,84300,111,7691
423,2e-06,1,84500,284,38300
424,1e-06,1,84700,119,2574
425,1e-06,1,84900,68,33413
426,2e-06,1,85100,335,155595
427,1e-06,1,85300,136,58517
428,1e-06,1,85500,108,29475
429,2e-06,1,85700,338,59499
430,2e-06,1,85900,276,100853
431,2e-06,1,86100,348,108703
432,2e-06,1,86300,228,108455
433,3e-06,1,86500,384,164254
434,2e-06,1,86700,302,139545
435,2e-06,1,86900,335,71473
436,3e-06,1,87100,408,142596
437,2e-06,1,87300,306,110448
438,2e-06,1,87500,241,26432
439,3e-06,1,87700,420,103928
440,2e-06,1,87900,374,97338
441,3e-06,1,88100,470,154514
442,4e-06,1,88300,259,126644
443,2e-06,1,88500,163,75950
444,2e-06,1,88700,204,60060
445,3e-06,1,88900,380,112866
446,2e-06,1,89100,218,36765
447,1e-06,1,89300,146,29475
448,2e-06,1,89500,229,60455
449,3e-06,1,89700,400,131872
450,2e-06,1,89900,246,115964
451,2e-06,1,90100,268,27995
452,1e-06,1,90300,204,13481
453,1e-06,1,90500,10,4792
454,2e-06,1,90700,350,60531
455,1e-06,1,90900,278,30639
456,2e-06,1,91100,150,36413
457,2e-06,1,91300,242,13666
458,3e-06,1,91500,281,156600
459,2e-06,1,91700,344,139296
460,1e-06,1,91900,266,20415
461,2e-06,1,92100,351,120249
462,2e-06,1,92300,294,12615
463,1e-06,1,92500,149,68663
464,1e-06,1,92700,130,6329
465,2e-06,1,92900,261,158198
466,1e-06,1,93100,38,15203
467,2e-06,1,93300,345,79568
468,3e-06,1,93500,315,182975
469,3e-06,1,93700,461,172315
470,3e-06,1,93900,403,152336
471,2e-06,1,94100,330,39546
472,3e-06,1,94300,467,123791
473,6e-06,1,94500,222,133158
474,3e-06,1,94700,182,98055
475,2e-06,1,94900,296,41508
476,2e-06,1,95100,272,108376
477,4e-06,1,95300,574,174868
478,2e-06,1,95500,199,46440
479,3e-06,1,95700,344,181083
480,1e-06,1,95900,100,35736
481,3e-06,1,96100,519,170948
482,3e-06,1,96300,444,133158
483,4e-06,1,96500,473,192537
484,3e-06,1,96700,559,192700
485,3e-06,1,96900,364,74936
486,2e-06,1,97100,338,59478
487,1e-06,1,97300,25,7379
488,2e-06,1,97500,205,87975
489,3e-06,1,97700,438,184400
490,2e-06,1,97900,342,107041
491,2e-06,1,98100,310,87895
492,3e-06,1,98300,364,147293
493,1e-06,1,98500,194,26500
494,1e-06,1,98700,62,13201
495,3e-06,1,98900,558,156379
496,2e-06,1,99100,283,120204
497,4e-06,1,99300,502,127916
498,3e-06,1,99500,447,109472
499,1e-06,1,99700,116,53490
500,1e-06,1,99900,188,96767
501,2e-06,1,100100,256,35650
502,2e-06,1,100300,396,107844
503,3e-06,1,100500,275,150258
504,2e-06,1,100700,299,71819
505,1e-06,1,100900,59,25297
506,1e-06,1,101100,119,55676
507,2e-06,1,101300,370,36051
508,3e-06,1,101500,467,178943
509,2e-06,1,101700,364,73407
510,1e-06,1,101900,280,10608
511,3e-06,1,102100,449,202528
512,2e-06,1,102300,289,37333
513,1e-06,1,102500,283,38088
514,2e-06,1,102700,351,27391
515,3e-06,1,102900,510,124801
516,3e-06,1,103100,410,151058
517,2e-06,1,103300,208,74451
518,1e-06,1,103500,139,18755
519,2e-06,1,103700,335,107844
520,3e-06,1,103900,413,198489
521,3e-06,1,104100,278,76135
522,2e-06,1,104300,93,45659
523,1e-06,1,104500,76,47084
524,3e-06,1,104700,354,159849
525,2e-06,1,104900,256,96580
526,3e-06,1,105100,525,154866
527,3e-06,1,105300,316,142686
528,3e-06,1,105500,367,121614
529,4e-06,1,105700,517,199840
530,3e-06,1,105900,309,196797
531,6e-06,1,106100,433,112210
532,4e-06,1,106300,461,146977
533,2e-06,1,106500,318,99266
534,5e-06,1,106700,409,100119
535,3e-06,1,106900,410,190436
536,3e-06,1,107100,405,171470
537,1e-06,1,107300,87,175
538,3e-06,1,107500,322,180966
539,3e-06,1,107700,340,213234
540,2e-06,1,107900,200,59970
541,3e-06,1,108100,345,180971
542,2e-06,1,108300,55,27151
543,2e-06,1,108500,124,61957
544,4e-06,1,108700,468,147057
545,5e-06,1,108900,537,214964
546,3e-06,1,109100,175,67621
547,2e-06,1,109300,254,21758
548,3e-06,1,109500,384,196797
549,4e-06,1,109700,270,162693
550,6e-06,1,109900,386,161528
551,4e-06,1,110100,474,185496
552,4e-06,1,110300,497,184816
553,1e-06,1,110500,202,12361
554,2e-06,1,110700,244,79410
555,2e-06,1,110900,232,29888
556,1e-06,1,111100,178,23133
557,3e-06,1,111300,370,63905
558,4e-06,1,111500,488,203360
559,2e-06,1,111700,201,84963
560,2e-06,1,111900,242,112284
561,3e-06,1,112100,430,67523
562,4e-06,1,112300,483,211306
563,3e-06,1,112500,463,121135
564,4e-06,1,112700,555,192710
565,1e-06,1,112900,90,41380
566,3e-06,1,113100,313,120584
567,2e-06,1,113300,346,23133
568,4e-06,1,113500,600,220308
569,3e-06,1,113700,307,136906
570,3e-06,1,113900,260,175049
571,2e-06,1,114100,254,55193
572,3e-06,1,114300,473,147057
573,1e-06,1,114500,113,44428
574,4e-06,1,114700,451,224716
575,3e-06,1,114900,272,115832
576,4e-06,1,115100,598,216838
577,5e-06,1,115300,319,153248
578,3e-06,1,115500,318,214214
579,2e-06,1,115700,234,146050
580,4e-06,1,115900,436,174978
581,3e-06,1,116100,224,146024
582,4e-06,1,116300,328,221677
583,4e-06,1,116500,405,142691
584,2e-06,1,116700,142,64595
585,4e-06,1,116900,430,181010
586,3e-06,1,117100,314,85526
587,3e-06,1,117300,349,199161
588,4e-06,1,117500,397,147910
589,2e-06,1,117700,307,25898
590,2e-06,1,117900,292,35432
591,3e-06,1,118100,452,207518
592,4e-06,1,118300,447,169043
593,2e-06,1,118500,319,6800
594,3e-06,1,118700,330,124481
595,3e-06,1,118900,315,141784
596,2e-06,1,119100,203,55976
597,2e-06,1,119300,195,25851
598,4e-06,1,119500,596,235178
599,2e-06,1,119700,277,45839
600,3e-06,1,119900,335,79202
601,2e-06,1,120100,353,17270
602,3e-06,1,120300,411,187182
603,4e-06,1,120500,415,179499
604,2e-06,1,120700,215,62594
605,3e-06,1,120900,374,136259
606,2e-06,1,121100,393,66368
607,3e-06,1,121300,349,220170
608,2e-06,1,121500,101,45839
609,2e-06,1,121700,335,48485
610,1e-06,1,121900,90,25917
611,3e-06,1,122100,280,44880
612,2e-06,1,122300,263,35294
613,3e-06,1,122500,296,123234
614,2e-06,1,122700,229,149795
615,6e-06,1,122900,310,213600
616,3e-06,1,123100,378,33466
617,5e-06,1,123300,599,226077
618,2e-06,1,123500,180,75047
619,5e-06,1,123700,554,207766
620,3e-06,1,123900,206,114963
621,5e-06,1,124100,643,214101
622,3e-06,1,124300,76,45601
623,3e-06,1,124500,292,18803
624,3e-06,1,124700,538,138961
625,3e-06,1,124900,133,40938
626,2e-06,1,125100,56,24776
627,2e-06,1,125300,205,63091
628,3e-06,1,125500,311,210862
629,2e-06,1,125700,148,77265
630,3e-06,1,125900,512,120881
631,4e-06,1,126100,406,197537
632,4e-06,1,126300,520,208389
633,4e-06,1,126500,408,200426
634,3e-06,1,126700,317,98281
635,2e-06,1,126900,192,98919
636,3e-06,1,127100,260,160742
637,1.2e-05,1,127300,444,211665
638,4e-06,1,127500,650,218380
639,3e-06,1,127700,310,192807
640,3e-06,1,127900,494,208698
641,4e-06,1,128100,494,223121
642,2e-06,1,128300,151,82418
643,3e-06,1,128500,359,144673
644,1e-06,1,128700,348,3500
645,4e-06,1,128900,466,191995
646,2e-06,1,129100,310,47887
647,4e-06,1,129300,607,227418
648,1e-06,1,129500,144,92610
649,4e-06,1,129700,511,169445
650,2e-06,1,129900,289,63838
651,3e-06,1,130100,550,211950
652,2e-06,1,130300,151,40545
653,2e-06,1,130500,331,2743
654,2e-06,1,130700,394,40454
655,3e-06,1,130900,327,223177
656,3e-06,1,131100,535,135260
657,1e-06,1,131300,155,991
658,4e-06,1,131500,625,211885
659,3e-06,1,131700,442,160270
660,3e-06,1,131900,449,218688
661,2e-06,1,132100,377,55184
662,3e-06,1,132300,371,192436
663,4e-06,1,132500,558,188309
664,3e-06,1,132700,425,164013
665,2e-06,1,132900,235,149857
666,2e-06,1,133100,296,40492
667,2e-06,1,133300,242,11387
668,4e-06,1,133500,582,259618
669,2e-06,1,133700,260,135015
670,4e-06,1,133900,502,189451
671,1e-06,1,134100,329,8642
672,4e-06,1,134300,633,231170
673,4e-06,1,134500,394,240859
674,2e-06,1,134700,253,2703
675,4e-06,1,134900,514,248288
676,3e-06,1,135100,519,134190
677,2e-06,1,135300,279,127655
678,3e-06,1,135500,480,144026
679,0,1,135700,34,6624
680,3e-06,1,135900,329,197069
681,3e-06,1,136100,450,87229
682,2e-06,1,136300,337,188066
683,2e-06,1,136500,297,41801
684,4e-06,1,136700,327,49973
685,4e-06,1,136900,291,92675
686,2e-06,1,137100,326,114354
687,3e-06,1,137300,386,214694
688,4e-06,1,137500,487,178683
689,2e-06,1,137700,389,19963
690,2e-06,1,137900,100,37263
691,3e-06,1,138100,446,184959
692,2e-06,1,138300,301,73854
693,4e-06,1,138500,708,269375
694,2e-06,1,138700,405,92675
695,1e-06,1,138900,123,49973
696,2e-06,1,139100,122,41801
697,1e-06,1,139300,218,52463
698,3e-06,1,139500,360,264873
699,2e-06,1,139700,269,16790
700,1e-06,1,139900,172,369
701,3e-06,1,140100,498,167948
702,1e-06,1,140300,145,42073
703,3e-06,1,140500,418,161926
704,2e-06,1,140700,209,64615
705,5e-06,1,140900,660,278746
706,1e-06,1,141100,162,3303
707,3e-06,1,141300,378,261703
708,3e-06,1,141500,535,182351
709,3e-06,1,141700,334,95804
710,3e-06,1,141900,389,199385
711,4e-06,1,142100,445,94529
712,3e-06,1,142300,414,95430
713,2e-06,1,142500,159,7005
714,4e-06,1,142700,285,62160
715,3e-06,1,142900,251,148356
716,3e-06,1,143100,401,21103
717,3e-06,1,143300,394,50445
718,2e-06,1,143500,396,36209
719,1e-06,1,143700,127,19812
720,3e-06,1,143900,381,134666
721,4e-06,1,144100,443,245127
722,3e-06,1,144300,345,122581
723,4e-06,1,144500,487,250348
724,2e-06,1,144700,168,32232
725,1e-06,1,144900,140,10089
726,2e-06,1,145100,74,39463
727,4e-06,1,145300,392,182949
728,4e-06,1,145500,588,216736
729,3e-06,1,145700,255,193263
730,2e-06,1,145900,260,8073
731,3e-06,1,146100,267,120316
732,4e-06,1,146300,375,233706
733,1e-06,1,146500,19,9139
734,5e-06,1,146700,651,229584
735,2e-06,1,146900,353,22097
736,1e-06,1,147100,173,8737
737,3e-06,1,147300,420,112362
738,3e-06,1,147500,189,102929
739,2e-06,1,147700,230,2739
740,4e-06,1,147900,692,250348
741,6e-06,1,148100,520,160904
742,5e-06,1,148300,685,275505
743,2e-06,1,148500,208,57062
744,3e-06,1,148700,415,242013
745,4e-06,1,148900,530,249117
746,4e-06,1,149100,598,249917
747,2e-06,1,149300,408,93011
748,4e-06,1,149500,388,156266
749,2e-06,1,149700,273,54257
750,4e-06,1,149900,430,221363
751,4e-06,1,150100,656,222541
752,2e-06,1,150300,166,100953
753,2e-06,1,150500,330,59040
754,1e-06,1,150700,129,64179
755,4e-06,1,150900,410,264758
756,3e-06,1,151100,684,233933
757,4e-06,1,151300,554,202797
758,3e-06,1,151500,392,165475
759,4e-06,1,151700,688,279241
760,4e-06,1,151900,611,218261
761,3e-06,1,152100,247,143608
762,4e-06,1,152300,269,206403
763,4e-06,1,152500,530,210875
764,2e-06,1,152700,260,91666
765,3e-06,1,152900,360,266740
766,3e-06,1,153100,295,117723
767,2e-06,1,153300,497,91593
768,1e-06,1,153500,100,5705
769,2e-06,1,153700,156,61684
770,2e-06,1,153900,444,80095
771,5e-06,1,154100,610,207337
772,3e-06,1,154300,418,226530
773,4e-06,1,154500,552,147574
774,2e-06,1,154700,137,92909
775,2e-06,1,154900,342,78503
776,2e-06,1,155100,435,113040
777,2e-06,1,155300,238,65271
778,2e-06,1,155500,171,90797
779,1e-06,1,155700,139,22640
780,2e-06,1,155900,346,118572
781,5e-06,1,156100,543,189683
782,3e-06,1,156300,521,219803
783,2e-06,1,156500,67,46171
784,4e-06,1,156700,468,239041
785,3e-06,1,156900,481,152127
786,3e-06,1,157100,317,184097
787,4e-06,1,157300,639,240861
788,3e-06,1,157500,353,192701
789,3e-06,1,157700,396,246499
790,3e-06,1,157900,448,97759
791,4e-06,1,158100,523,264954
792,2e-06,1,158300,142,59198
793,3e-06,1,158500,333,199965
794,2e-06,1,158700,406,120227
795,2e-06,1,158900,233,61124
796,1e-06,1,159100,218,19485
797,2e-06,1,159300,225,101000
798,2e-06,1,159500,392,75054
799,4e-06,1,159700,615,232108
800,3e-06,1,159900,334,241199
801,8e-06,1,160100,535,298759
802,2e-06,1,160300,320,42391
803,2e-06,1,160500,213,400
804,2e-06,1,160700,240,64627
805,4e-06,1,160900,653,220590
806,4e-06,1,161100,623,318052
807,3e-06,1,161300,279,174378
808,2e-06,1,161500,422,65171
809,1e-06,1,161700,55,1663
810,3e-06,1,161900,488,109644
811,4e-06,1,162100,580,233839
812,3e-06,1,162300,465,257943
813,3e-06,1,162500,395,182015
814,3e-06,1,162700,405,27462
815,1e-06,1,162900,200,27861
816,3e-06,1,163100,516,252986
817,2e-06,1,163300,284,162118
818,2e-06,1,163500,349,72768
819,3e-06,1,163700,496,108048
820,4e-06,1,163900,504,253136
821,2e-06,1,164100,295,137633
822,4e-06,1,164300,357,249405
