SNo,Time,Count,Size,Iterations,Key
779,0.016003,3,155700,587390,79222
780,0.016019,2,155900,572683,69237
781,0.0159,2,156100,488262,13229
782,0.017808,2,156300,593278,82059
783,0.016155,3,156500,615969,96731
784,0.018749,2,156700,494977,16409
785,0.016505,4,156900,491418,13688
786,0.017523,4,157100,497022,17029
787,0.01608,2,157300,489362,11451
788,0.016127,2,157500,526567,35771
789,0.016186,2,157700,603047,85750
790,0.016254,3,157900,584541,73139
791,0.016256,2,158100,622756,97956
792,0.016659,3,158300,623699,98198
793,0.017538,3,158500,560020,55840
794,0.016332,4,158700,576384,66269
795,0.016503,4,158900,526081,32644
796,0.016788,3,159100,512279,23203
797,0.016854,3,159300,604767,83687
798,0.016563,3,159500,495334,11030
799,0.016606,3,159700,629674,99372
800,0.016726,2,159900,623236,94635
801,0.016616,5,160100,527060,30937
802,0.016626,2,160300,499258,12096
803,0.01669,2,160500,594454,74491
804,0.016599,4,160700,516958,22876
805,0.0168,3,160900,535619,34936
806,0.016668,2,161100,612445,85363
807,0.016672,2,161300,620723,90321
808,0.016553,2,161500,489911,3579
809,0.016762,6,161700,538489,35211
810,0.016825,2,161900,619159,88134
811,0.016914,2,162100,647817,106635
812,0.016705,3,162300,551760,43214
813,0.016681,3,162500,504160,10921
814,0.016639,2,162700,539818,34243
815,0.016687,2,162900,592780,68655
816,0.01665,3,163100,567755,51675
817,0.016784,2,163300,618372,84790
818,0.016762,2,163500,590968,66543
819,0.016684,3,163700,530062,25710
820,0.01683,3,163900,627684,89764
821,0.016708,2,164100,524245,20936
822,0.016842,2,164300,537715,29752
823,0.016858,2,164500,567878,49299
824,0.016867,3,164700,571414,50944
825,0.01734,3,164900,501261,4274
826,0.016823,2,165100,511950,10898
827,0.016938,2,165300,584489,58459
828,0.017634,2,165500,509598,8683
829,0.017135,2,165700,559486,41285
830,0.017152,2,165900,619375,80294
831,0.017269,4,166100,611610,74753
832,0.017089,4,166300,526916,18378
833,0.017419,2,166500,618873,78661
834,0.017013,3,166700,530817,20441
835,0.017361,2,166900,603692,68059
836,0.017271,5,167100,640948,92063
837,0.017033,2,167300,513719,7982
838,0.017097,3,167500,547523,29621
839,0.017583,2,167700,582217,52138
840,0.017329,3,167900,642567,91558
841,0.017134,3,168100,507526,2203
842,0.017204,3,168300,533388,18882
843,0.017416,2,168500,630240,82409
844,0.017334,3,168700,549845,28807
845,0.017523,2,168900,611236,69259
846,0.018741,2,169100,608657,66903
847,0.017489,3,169300,631392,81497
848,0.017405,6,169500,510079,1040
849,0.017392,3,169700,509152,39
850,0.017724,4,169900,623045,75008
851,0.017918,2,170100,643263,87840
852,0.017949,2,170300,534915,15631
853,0.017624,2,170500,614618,68016
854,0.017681,2,170700,677766,109353
855,0.017485,3,170900,555160,27965
856,0.017434,4,171100,522500,6066
857,0.01767,2,171300,627749,75032
858,0.017548,2,171500,559475,29607
859,0.017639,3,171700,581598,43781
860,0.017697,3,171900,621278,69618
861,0.017607,3,172100,529863,9030
862,0.017743,3,172300,548599,21073
863,0.017656,3,172500,528419,7100
864,0.017706,2,172700,524248,4129
865,0.017758,3,172900,579983,40560
866,0.017742,2,173100,553951,22883
867,0.01797,3,173300,684644,108604
868,0.017828,2,173500,601462,53575
869,0.01784,2,173700,610380,59245
870,0.018811,3,173900,626617,69075
871,0.017919,4,174100,577706,36525
872,0.017844,3,174300,554698,21027
873,0.01793,4,174500,581002,38009
874,0.018041,4,174700,653173,85270
875,0.018067,2,174900,676827,100282
876,0.018037,3,175100,566139,26924
877,0.017978,2,175300,597325,46971
878,0.018236,2,175500,665650,91802
879,0.018149,2,175700,556756,19679
880,0.018225,3,175900,698970,113041
881,0.018296,4,176100,606937,52005
882,0.018118,3,176300,588688,39510
883,0.018199,2,176500,652292,81135
884,0.018343,2,176700,684843,102112
885,0.018061,3,176900,555259,16257
886,0.018894,2,177100,706972,115924
887,0.018248,3,177300,625758,61947
888,0.018216,3,177500,601569,45544
889,0.018372,2,177700,666734,88084
890,0.01813,3,177900,552586,12480
891,0.018286,2,178100,637097,67681
892,0.018406,2,178300,626607,60697
893,0.018472,2,178500,687610,100420
894,0.018442,2,178700,653445,77442
895,0.018967,2,178900,628244,60409
896,0.018635,6,179100,626165,58439
897,0.018569,2,179300,573740,23628
898,0.018721,2,179500,673243,88988
899,0.018618,3,179700,570196,20603
900,0.018473,2,179900,617885,51687
901,0.021112,4,180100,648113,71089
902,0.018505,2,180300,602785,40842
903,0.01993,2,180500,629788,58588
904,0.018486,4,180700,564613,14823
905,0.019822,2,180900,609919,44386
906,0.018565,4,181100,639723,63725
907,0.018636,2,181300,669024,82395
908,0.018553,3,181500,579783,23330
909,0.018795,3,181700,722511,117127
910,0.018726,2,181900,660484,75845
911,0.018636,2,182100,636906,59723
912,0.018691,2,182300,640518,61858
913,0.01928,2,182500,717411,112200
914,0.018786,2,182700,685779,90746
915,0.018813,2,182900,727834,118192
916,0.019217,2,183100,703220,101580
917,0.019192,2,183300,633771,55299
918,0.020789,3,183500,656266,69851
919,0.020899,3,183700,714983,108135
920,0.019105,3,183900,669429,77554
921,0.019315,3,184100,715243,107350
922,0.019939,2,184300,653102,66288
923,0.018816,2,184500,577057,15467
924,0.018969,2,184700,571282,11286
925,0.019367,2,184900,684934,85886
926,0.01918,2,185100,739630,121646
927,0.018945,3,185300,621712,43354
928,0.019078,2,185500,673219,77128
929,0.019485,2,185700,637786,53187
930,0.01914,2,185900,668554,73238
931,0.019051,2,186100,629035,46405
932,0.019146,2,186300,670245,73358
933,0.019124,2,186500,645348,56786
934,0.019238,5,186700,640413,52992
935,0.019403,2,186900,687467,83883
936,0.019148,3,187100,586624,16702
937,0.019367,2,187300,664595,67790
938,0.019363,2,187500,728905,109752
939,0.019606,4,187700,683441,79426
940,0.019652,2,187900,706234,94127
941,0.019484,3,188100,573326,5968
942,0.019649,2,188300,674027,72039
943,0.019341,2,188500,654960,58937
944,0.019535,3,188700,744163,117581
945,0.019955,2,188900,626598,39320
946,0.019355,2,189100,591693,16002
947,0.019764,2,189300,610381,28111
948,0.019611,2,189500,741676,114251
949,0.019476,5,189700,699823,86263
950,0.019505,3,189900,683888,75410
951,0.019646,2,190100,748535,117631
952,0.019553,2,190300,664052,61738
953,0.019682,2,190500,760675,124858
954,0.019461,2,190700,580510,5588
955,0.019519,3,190900,646715,48964
956,0.019657,3,191100,728910,102665
957,0.019462,2,191300,585235,7552
958,0.019752,2,191500,698479,81833
959,0.019703,2,191700,722775,97489
960,0.019534,2,191900,607339,20898
961,0.019771,2,192100,735635,105220
962,0.019771,3,192300,713020,90116
963,0.019596,8,192500,635240,38046
964,0.019953,2,192700,676557,64767
965,0.020015,3,192900,669916,60192
966,0.019707,2,193100,606279,17727
967,0.01966,2,193300,620903,27116
968,0.019904,2,193500,740660,105631
969,0.019892,2,193700,702247,80200
970,0.019903,2,193900,719317,90696
971,0.019831,2,194100,627964,30071
972,0.019864,5,194300,715553,87710
973,0.019711,3,194500,598080,9585
974,0.02111,2,194700,674659,59747
975,0.019999,2,194900,693157,71570
976,0.019843,3,195100,640511,36583
977,0.020051,2,195300,770949,122172
978,0.02028,3,195500,666097,52602
979,0.020075,2,195700,763219,116300
980,0.019857,3,195900,603101,10205
981,0.019941,2,196100,647560,39038
982,0.021093,4,196300,760922,113461
983,0.020412,3,196500,627405,24795
984,0.020441,3,196700,682674,61038
985,0.020032,2,196900,599777,6086
986,0.020167,3,197100,664890,48425
987,0.020173,2,197300,607258,10188
988,0.020123,3,197500,674141,54005
989,0.020337,2,197700,738739,96034
990,0.020453,6,197900,784906,126180
991,0.020282,2,198100,735466,93184
992,0.020347,3,198300,753291,104455
993,0.021768,2,198500,694505,65476
994,0.020185,2,198700,631846,23534
995,0.020393,3,198900,728019,86873
996,0.020407,3,199100,623020,16959
997,0.020591,2,199300,676932,52125
998,0.020643,2,199500,601195,1789
999,0.020528,3,199700,766175,110285
1000,0.020476,3,199900,674429,49267
1001,0.02123,2,200100,770469,112382
1002,0.020459,2,200300,670993,45998
1003,0.020521,4,200500,673432,47658
1004,0.020416,3,200700,640600,25352
1005,0.020582,4,200900,727621,82543
