SNo,Time,Count,Size,Iterations,Key
196,0.003754,2,39100,126081,5752
197,0.003829,2,39300,118690,578
198,0.003835,3,39500,153377,23034
199,0.003804,2,39700,130493,7591
200,0.003909,2,39900,153047,21981
201,0.003849,3,40100,137354,11357
202,0.003969,3,40300,152339,20829
203,0.003947,2,40500,160452,25757
204,0.003901,2,40700,136546,9605
205,0.003918,2,40900,125025,1557
206,0.003982,2,41100,133038,6473
207,0.003992,2,41300,154696,20257
208,0.004095,2,41500,154142,19570
209,0.004014,7,41700,130790,3743
210,0.004095,3,41900,156421,20298
211,0.004061,2,42100,127824,968
212,0.004174,5,42300,168061,27171
213,0.00419,2,42500,142947,10098
214,0.004227,2,42700,166857,25562
215,0.004337,3,42900,148266,12925
216,0.004747,2,43100,141504,8015
217,0.004239,2,43300,151008,13951
218,0.004186,4,43500,146847,10765
219,0.004228,2,43700,141700,6998
220,0.004265,3,43900,154304,14973
221,0.004244,2,44100,145487,8808
222,0.004271,3,44300,144086,7420
223,0.00433,2,44500,165420,21141
224,0.004295,2,44700,140264,3960
225,0.004358,2,44900,164304,19584
226,0.004362,2,45100,167752,21439
227,0.004419,2,45300,137207,830
228,0.00437,3,45500,141037,3020
229,0.00445,2,45700,167590,20162
230,0.004461,3,45900,181543,28939
231,0.004461,2,46100,178524,26521
232,0.004479,2,46300,172828,22421
233,0.004466,2,46500,149178,6554
234,0.004509,4,46700,155276,10024
235,0.004504,3,46900,145208,2999
236,0.004543,2,47100,166922,16826
237,0.005195,3,47300,184287,27999
238,0.004613,2,47500,187191,29493
239,0.004647,2,47700,178327,23310
240,0.004576,3,47900,146189,1688
241,0.004619,4,48100,165814,14224
242,0.004657,2,48300,165089,13224
243,0.004622,2,48500,152949,4990
244,0.004681,2,48700,182775,24219
245,0.004673,3,48900,172041,16664
246,0.004712,2,49100,181469,22580
247,0.004702,3,49300,151502,2453
248,0.00472,2,49500,168011,12937
249,0.004868,2,49700,184835,23626
250,0.004779,6,49900,176150,17609
251,0.004883,3,50100,182233,21068
252,0.004849,2,50300,167309,10829
253,0.004882,2,50500,185782,22585
254,0.004855,2,50700,156824,3090
255,0.004865,9,50900,166669,9123
256,0.004914,2,51100,190920,24743
257,0.004978,2,51300,179154,16651
258,0.004988,3,51500,189918,23419
259,0.004987,2,51700,181556,17517
260,0.004942,3,51900,163266,4978
261,0.00502,3,52100,193811,24793
262,0.005015,2,52300,167117,6714
263,0.005042,2,52500,174817,11397
264,0.005033,3,52700,177990,13022
265,0.005117,2,52900,196137,24850
266,0.005113,2,53100,177765,12297
267,0.00512,2,53300,163803,2605
268,0.005182,3,53500,182642,14604
269,0.005169,4,53700,168941,5254
270,0.005185,2,53900,184734,15302
271,0.00535,3,54100,197967,23453
272,0.0052,2,54300,181599,12419
273,0.005197,2,54500,168579,3318
274,0.005288,3,54700,208592,29225
275,0.005339,2,54900,216554,34246
276,0.005293,3,55100,185569,13295
277,0.005326,2,55300,184733,12339
278,0.005308,2,55500,179978,8970
279,0.005549,2,55700,193515,17301
280,0.005398,2,55900,179845,8059
281,0.005333,3,56100,173509,3297
282,0.005368,4,56300,171876,1914
283,0.005497,2,56500,197316,18203
284,0.00537,2,56700,172179,1345
285,0.005515,2,56900,211337,26798
286,0.005472,2,57100,208876,24871
287,0.00554,5,57300,198197,17275
288,0.0056,6,57500,203477,20542
289,0.005485,3,57700,188976,10532
290,0.005561,4,57900,214354,26681
291,0.005583,4,58100,207821,22105
292,0.005798,3,58300,213716,25683
293,0.005642,2,58500,226630,33739
294,0.005662,2,58700,225106,32348
295,0.005619,3,58900,183542,4522
296,0.005651,2,59100,203009,17048
297,0.005669,2,59300,179971,1429
298,0.005799,2,59500,233858,36563
299,0.00574,2,59700,225870,30812
300,0.005792,3,59900,203751,15875
301,0.005796,3,60100,221828,27308
302,0.005772,3,60300,209333,18927
303,0.005773,2,60500,190752,6062
304,0.00591,3,60700,242663,39978
305,0.005886,2,60900,229424,30917
306,0.005891,2,61100,203873,13487
307,0.005859,2,61300,215124,20618
308,0.005898,2,61500,212238,18255
309,0.005917,3,61700,199428,9443
310,0.005981,3,61900,242170,37297
311,0.005908,4,62100,202635,10752
312,0.006102,2,62300,231880,29736
313,0.005954,2,62500,188471,646
314,0.006101,2,62700,230149,27691
315,0.006044,2,62900,220641,21012
316,0.006055,3,63100,226173,24251
317,0.006056,2,63300,206050,10696
318,0.007636,2,63500,213859,15404
319,0.006115,2,63700,240311,32453
320,0.006099,2,63900,195938,2755
321,0.006158,2,64100,254097,40780
322,0.006163,2,64300,233993,26982
323,0.006154,2,64500,203491,6503
324,0.006153,2,64700,209800,10344
325,0.006196,2,64900,202626,5239
326,0.006232,4,65100,233754,25387
327,0.006305,3,65300,249467,35361
328,0.006215,3,65500,220410,15824
329,0.006266,6,65700,224122,17703
330,0.006362,2,65900,224690,17770
331,0.006312,2,66100,203820,3598
332,0.006433,2,66300,234505,23451
333,0.006342,3,66500,201915,1555
334,0.006407,3,66700,201422,882
335,0.006546,4,66900,240167,25950
336,0.00661,3,67100,220344,12679
337,0.006524,2,67300,204872,1960
338,0.00658,2,67500,253847,33794
339,0.006525,3,67700,210597,4877
340,0.006587,2,67900,219349,10378
341,0.006616,2,68100,243685,26142
342,0.006681,3,68300,259526,36039
343,0.006617,3,68500,208544,2011
344,0.0068,4,68700,265508,39184
345,0.006689,3,68900,229679,15148
346,0.006777,4,69100,274397,44252
347,0.006788,4,69300,242092,22549
348,0.006753,3,69500,213725,3400
349,0.006969,4,69700,268356,39098
350,0.006807,2,69900,221493,7690
351,0.006884,3,70100,268142,38194
352,0.006808,3,70300,229167,12066
353,0.006942,2,70500,273479,40906
354,0.006922,3,70700,233370,14061
355,0.00704,2,70900,245626,21609
356,0.006996,4,71100,232209,12574
357,0.007063,2,71300,267203,35270
358,0.007046,2,71500,246435,21130
359,0.007036,2,71700,246737,20714
360,0.00716,3,71900,281569,43431
361,0.007089,2,72100,254483,25170
362,0.007236,3,72300,269154,34546
363,0.007224,2,72500,278422,40121
364,0.007208,4,72700,276528,38452
365,0.007143,2,72900,248162,19599
366,0.007181,3,73100,239867,13549
367,0.007242,2,73300,259452,26174
368,0.007225,2,73500,250469,19869
369,0.008224,2,73700,221785,452
370,0.007322,4,73900,242035,13421
371,0.007365,2,74100,223106,530
372,0.007401,3,74300,278200,36314
373,0.007378,2,74500,286041,41228
374,0.007456,3,74700,256416,21250
375,0.007368,2,74900,236326,7693
376,0.007488,2,75100,298262,48150
377,0.007498,2,75300,277393,34044
378,0.007616,2,75500,297590,46904
379,0.007593,3,75700,281228,35793
380,0.00765,3,75900,260604,21773
381,0.007626,4,76100,289905,40664
382,0.007712,2,76300,304528,49950
383,0.007615,3,76500,253405,15630
384,0.007634,4,76700,276343,30448
385,0.007752,4,76900,259873,19177
386,0.007697,2,77100,269903,25380
387,0.008377,3,77300,232220,210
388,0.007799,2,77500,296339,42094
389,0.007816,4,77700,294340,40431
390,0.007727,2,77900,266244,21386
391,0.008262,2,78100,254070,13143
392,0.007797,2,78300,263108,18734
393,0.007866,2,78500,302412,44147
394,0.007849,2,78700,292859,37493
395,0.007872,2,78900,254800,11972
396,0.007825,3,79100,270136,21686
397,0.007835,3,79300,254226,10686
398,0.007873,2,79500,242773,2788
399,0.008073,2,79700,247902,5696
400,0.008022,7,79900,303487,42092
401,0.008,4,80100,303896,41998
402,0.007974,2,80300,274800,22362
403,0.008042,2,80500,313732,47642
404,0.008115,4,80700,286556,29283
405,0.008955,2,80900,263829,13944
406,0.008113,2,81100,245967,1801
407,0.008101,2,81300,305818,41004
408,0.008497,2,81500,315886,47189
409,0.008121,4,81700,291887,30701
410,0.008236,2,81900,314834,45600
411,0.008279,4,82100,327725,53748
412,0.008193,5,82300,257008,6694
413,0.008369,4,82500,254594,4640
414,0.008289,2,82700,279262,20461
415,0.008331,2,82900,329632,53455
416,0.0083,2,83100,294881,30159
417,0.008252,3,83300,257432,4893
418,0.008323,3,83500,293324,28346
419,0.008356,2,83700,306137,36405
420,0.008338,3,83900,273405,14280
421,0.008428,2,84100,335408,54812
422,0.00863,2,84300,279180,17350
423,0.008455,4,84500,323097,45932
424,0.008558,2,84700,274772,13644
425,0.009145,2,84900,319218,42443
426,0.008546,2,85100,307360,34476
427,0.008555,2,85300,278108,14720
428,0.008615,2,85500,332935,50502
429,0.008509,2,85700,264081,4578
430,0.00868,2,85900,287827,19875
431,0.008567,2,86100,281630,15409
432,0.00864,3,86300,315663,37342
433,0.008636,4,86500,287272,18367
434,0.008732,3,86700,340501,53122
435,0.00868,2,86900,298783,25235
436,0.008966,3,87100,328418,44299
437,0.008764,3,87300,336035,48991
438,0.008749,2,87500,318976,37200
439,0.008808,2,87700,333581,46434
440,0.008772,2,87900,312151,32075
441,0.008737,4,88100,272975,5630
442,0.008792,2,88300,292053,17853
443,0.008879,4,88500,327462,40777
444,0.008973,3,88700,323939,38243
445,0.00895,2,88900,325043,38573
446,0.008846,2,89100,307331,26318
447,0.008807,3,89300,272101,2719
448,0.009376,2,89500,316258,31361
449,0.008887,3,89700,298479,19349
450,0.008949,2,89900,326985,37882
451,0.008965,2,90100,330303,39741
452,0.008998,2,90300,338583,44715
453,0.008972,4,90500,301151,19626
454,0.008993,2,90700,306667,22822
455,0.009038,2,90900,315025,27959
456,0.009022,2,91100,293112,13216
457,0.009157,3,91300,348999,49539
458,0.009121,2,91500,329384,36244
459,0.009144,2,91700,344995,46178
460,0.009088,2,91900,276251,355
461,0.009221,2,92100,314186,24922
462,0.009232,2,92300,355019,51543
463,0.009291,2,92500,356021,51904
464,0.009255,2,92700,343622,43126
465,0.009327,2,92900,355880,50945
466,0.009547,2,93100,281353,1412
467,0.009326,2,93300,330502,33477
468,0.009438,3,93500,366775,56928
469,0.009504,2,93700,333637,34887
470,0.009324,4,93900,284023,1563
471,0.009316,2,94100,314743,21384
472,0.009949,3,94300,366912,55429
473,0.009487,3,94500,366927,54985
474,0.009389,2,94700,286179,1373
475,0.00966,2,94900,329674,29686
476,0.009421,2,95100,314616,19402
477,0.009505,2,95300,335821,32893
478,0.01,3,95500,373613,57537
479,0.009448,2,95700,307177,13135
480,0.009571,4,95900,347989,39754
481,0.010001,2,96100,301356,8509
482,0.009537,2,96300,342718,35410
483,0.009627,2,96500,379046,59098
484,0.009564,2,96700,295926,3809
485,0.009888,3,96900,319825,19247
486,0.009815,4,97100,377134,56757
487,0.00964,2,97300,320838,19110
488,0.0098,2,97500,378271,56598
489,0.009762,2,97700,352182,39074
490,0.00966,2,97900,317703,15939
491,0.009763,2,98100,347298,34935
492,0.009734,2,98300,335750,26857
493,0.010133,2,98500,392202,63811
494,0.009887,2,98700,373508,51104
495,0.009815,3,98900,341450,29443
496,0.010395,3,99100,337206,26458
497,0.009785,2,99300,324722,17669
498,0.009978,3,99500,384135,56569
499,0.009796,2,99700,300466,859
500,0.009847,2,99900,311783,8060
501,0.010662,2,100100,371347,46978
502,0.010537,2,100300,350126,32382
503,0.010131,3,100500,334958,21986
504,0.01005,2,100700,397571,63084
505,0.009968,3,100900,327797,16612
506,0.01003,2,101100,341126,24980
507,0.010084,2,101300,366104,41036
508,0.010055,3,101500,343381,25696
509,0.010155,3,101700,402815,64455
510,0.01009,2,101900,316468,7114
511,0.010186,2,102100,392418,56877
512,0.010237,2,102300,398119,60145
513,0.010115,2,102500,317517,6717
514,0.011697,2,102700,399480,60311
515,0.010297,2,102900,344354,23465
516,0.010367,3,103100,378991,46062
517,0.010313,3,103300,398240,58331
518,0.010197,3,103500,327290,11087
519,0.010235,3,103700,334091,15173
520,0.010224,3,103900,327203,10352
521,0.010366,2,104100,403183,60040
522,0.010405,2,104300,411768,65315
523,0.010517,3,104500,360397,30948
524,0.010355,2,104700,343848,19513
525,0.010376,3,104900,343491,18896
526,0.01041,2,105100,318675,2251
527,0.010516,6,105300,390220,49042
528,0.010503,3,105500,378758,41113
529,0.010832,4,105700,331638,9597
530,0.011168,2,105900,355052,24692
531,0.011065,5,106100,400577,54151
532,0.010707,2,106300,322622,2428
533,0.010539,3,106500,381413,40854
534,0.010531,2,106700,346336,17261
535,0.010709,2,106900,376615,36888
536,0.010644,2,107100,428316,70641
537,0.010659,2,107300,384982,41757
538,0.010614,2,107500,339303,11178
539,0.010625,5,107700,350968,18375
540,0.010692,4,107900,383090,39224
541,0.012451,3,108100,385625,40722
542,0.010806,2,108300,421865,64090
543,0.010872,2,108500,378660,35242
544,0.010848,2,108700,401955,50079
545,0.010718,2,108900,333789,4642
546,0.011006,3,109100,427592,66078
547,0.010818,2,109300,352569,16457
548,0.010896,4,109500,417797,58978
549,0.011172,3,109700,362262,21815
550,0.010879,3,109900,373791,29093
551,0.010985,3,110100,406885,50618
552,0.010912,2,110300,366458,23495
553,0.010963,3,110500,365877,22604
554,0.011101,2,110700,436070,68600
555,0.010958,6,110900,355705,15169
556,0.011042,2,111100,398136,42852
557,0.011131,3,111300,386473,34614
558,0.011165,3,111500,422898,58344
559,0.011153,2,111700,381608,30605
560,0.011196,2,111900,447079,73500
561,0.011023,3,112100,344788,5529
562,0.011215,2,112300,413941,50759
563,0.011055,3,112500,347731,6748
564,0.01111,2,112700,395247,37620
565,0.01116,2,112900,407812,45734
566,0.011232,2,113100,436345,63971
567,0.011138,5,113300,370436,20049
568,0.011174,3,113500,366905,17317
569,0.011836,2,113700,360829,12808
570,0.011328,5,113900,415539,48882
571,0.011459,2,114100,440397,64780
572,0.011266,3,114300,354460,7687
573,0.011334,2,114500,413374,46181
574,0.011285,4,114700,380488,23850
575,0.011357,2,114900,404956,39770
576,0.011413,2,115100,381651,23894
577,0.011389,4,115300,395323,32387
578,0.011348,5,115500,347838,861
579,0.011633,2,115700,382768,23557
580,0.011517,3,115900,420056,47721
581,0.01152,2,116100,433443,56120
582,0.011612,3,116300,400800,34350
583,0.012177,5,116500,438996,59106
584,0.011468,2,116700,353391,2139
585,0.011505,2,116900,372716,14535
586,0.011662,3,117100,449427,64842
587,0.011708,2,117300,460165,71405
588,0.011743,2,117500,466268,75106
589,0.011665,3,117700,366222,8592
590,0.012036,3,117900,459964,70241
591,0.01199,2,118100,447377,61487
592,0.011864,2,118300,392813,24939
593,0.011894,3,118500,385967,20155
594,0.012031,2,118700,425114,45576
595,0.012083,2,118900,446811,59437
596,0.011921,5,119100,378298,13912
597,0.011968,3,119300,370502,8283
598,0.011913,2,119500,365017,4264
599,0.012007,2,119700,478000,78459
600,0.011812,2,119900,371513,7765
601,0.011902,2,120100,415783,36712
602,0.011932,2,120300,425997,43073
603,0.012024,2,120500,465556,68841
604,0.012037,3,120700,441332,52281
605,0.011933,2,120900,401252,25517
606,0.012109,3,121100,402072,25484
607,0.012329,3,121300,460903,63928
608,0.013276,3,121500,422900,38526
609,0.012592,2,121700,480129,75930
610,0.01234,3,121900,424063,38472
611,0.012261,3,122100,396224,19916
612,0.012469,2,122300,437169,46659
613,0.012432,2,122500,416734,32639
614,0.012216,2,122700,449106,53506
615,0.012315,2,122900,416924,31777
616,0.012718,2,123100,405676,24148
617,0.012282,2,123300,442263,47851
618,0.012335,2,123500,468119,64405
619,0.012334,4,123700,456872,56528
620,0.012351,3,123900,491731,79190
621,0.012396,2,124100,463597,60181
622,0.012431,2,124300,469945,64053
623,0.01224,3,124500,374903,965
624,0.012443,4,124700,487804,75109
625,0.012382,4,124900,463689,58741
626,0.012382,3,125100,435660,39874
627,0.012475,3,125300,485108,71975
628,0.012368,4,125500,378321,1218
629,0.012414,2,125700,391058,9112
630,0.013243,2,125900,402766,16667
631,0.012489,2,126100,437732,39277
632,0.012502,2,126300,444254,42993
633,0.012561,3,126500,447606,44985
634,0.012568,2,126700,458305,51767
635,0.012537,2,126900,431280,33436
636,0.012648,2,127100,505086,81718
637,0.012751,2,127300,400280,12022
638,0.012831,3,127500,448655,43650
639,0.012542,2,127700,399743,11053
640,0.012713,4,127900,452217,45193
641,0.01263,6,128100,440923,37346
642,0.012679,4,128300,456967,47619
643,0.012835,2,128500,474727,58957
644,0.012695,3,128700,429862,29055
645,0.01265,3,128900,397563,7253
646,0.012688,2,129100,400486,8730
647,0.012747,3,129300,448064,39537
648,0.012794,2,129500,437929,32654
649,0.012828,2,129700,418850,19725
650,0.012836,2,129900,482292,61087
651,0.01273,2,130100,390414,82
652,0.013005,2,130300,509864,78415
653,0.013043,2,130500,488481,64074
654,0.012846,2,130700,397938,3824
655,0.01309,3,130900,441312,32215
656,0.013062,3,131100,517164,81720
657,0.012988,4,131300,502549,71787
658,0.013044,2,131500,500990,70277
659,0.012901,2,131700,411865,10967
660,0.013026,3,131900,476821,53504
661,0.013051,2,132100,469537,48355
662,0.013316,3,132300,483978,57317
663,0.013031,4,132500,405880,5575
664,0.01333,3,132700,519110,79953
665,0.013227,2,132900,505805,70616
666,0.013225,3,133100,442838,28730
667,0.013543,3,133300,527988,84523
668,0.013335,4,133500,475873,49954
669,0.013217,3,133700,418280,11506
670,0.013382,4,133900,504344,67776
671,0.013414,2,134100,504276,67340
672,0.013483,5,134300,530734,84295
673,0.013456,4,134500,516713,74789
674,0.01348,2,134700,518601,75558
675,0.013677,2,134900,521805,77337
676,0.013391,2,135100,405929,432
677,0.013418,2,135300,426121,13430
678,0.013555,2,135500,502322,63192
679,0.013529,2,135700,473711,44078
680,0.013456,2,135900,418564,7196
681,0.014198,3,136100,518906,72903
682,0.013707,2,136300,528140,78710
683,0.013669,6,136500,505657,63321
684,0.013771,3,136700,528749,78189
685,0.01366,2,136900,433716,15152
686,0.013769,2,137100,498232,57094
687,0.013754,2,137300,478409,43823
688,0.014176,2,137500,548727,89885
689,0.013943,2,137700,464345,33775
690,0.01434,2,137900,462289,31958
691,0.013834,2,138100,420394,3984
692,0.014861,3,138300,534076,78600
693,0.013943,3,138500,464100,31975
694,0.013947,2,138700,439004,15150
695,0.014138,2,138900,533546,77092
696,0.01403,2,139100,454401,24410
697,0.013931,2,139300,445369,18102
698,0.014293,3,139500,505390,57465
699,0.014108,2,139700,549947,86412
700,0.014149,2,139900,489353,46141
701,0.014099,4,140100,452296,21054
702,0.014258,2,140300,554373,88144
703,0.014269,2,140500,517901,63621
704,0.014588,2,140700,557341,89344
705,0.014446,2,140900,509280,57252
706,0.014566,3,141100,503882,53201
707,0.014544,3,141300,447022,15456
708,0.014371,3,141500,519182,62606
709,0.014362,3,141700,536377,73596
710,0.015064,3,141900,564868,91871
711,0.014423,2,142100,489969,41840
712,0.014982,4,142300,487209,39942
713,0.014433,2,142500,440016,8288
714,0.014533,2,142700,541436,74768
715,0.014586,4,142900,544969,76609
716,0.014508,2,143100,486594,37816
717,0.015134,3,143300,492497,41260
718,0.014664,2,143500,552809,80894
719,0.014517,2,143700,498675,44609
720,0.014508,3,143900,464262,21398
721,0.014749,2,144100,438845,4353
722,0.014661,3,144300,503390,46600
723,0.014763,4,144500,577349,94957
724,0.014855,2,144700,575573,93381
725,0.0148,3,144900,516832,54226
726,0.014595,3,145100,450569,10108
727,0.014715,4,145300,507845,47405
728,0.014776,2,145500,535589,65533
729,0.014855,2,145700,537347,66198
730,0.015021,2,145900,458170,13679
731,0.015032,2,146100,521505,54883
732,0.015118,2,146300,538672,65787
733,0.014914,2,146500,580501,93111
734,0.014888,2,146700,574049,88432
735,0.014927,2,146900,503647,41562
736,0.014942,2,147100,570723,85431
737,0.01493,2,147300,497002,36265
738,0.016782,2,147500,553229,72866
739,0.015785,4,147700,511570,45167
740,0.015927,3,147900,590498,96885
741,0.015441,2,148100,482251,25003
742,0.01658,5,148300,533802,58856
743,0.016307,4,148500,541393,63377
744,0.01532,2,148700,524650,51809
745,0.016117,3,148900,475798,19343
746,0.015393,2,149100,486463,25779
747,0.01517,2,149300,487289,25855
748,0.015845,2,149500,486775,25275
749,0.015366,2,149700,598149,98360
750,0.01534,2,149900,566224,76688
751,0.015382,2,150100,527198,50874
752,0.015337,3,150300,509511,38702
753,0.015394,3,150500,526925,49680
754,0.015523,2,150700,517660,43262
755,0.015807,2,150900,493781,26990
756,0.015326,3,151100,461486,5404
757,0.015501,2,151300,556668,67846
758,0.015401,2,151500,493866,25913
759,0.01556,3,151700,566082,73410
760,0.015983,2,151900,507598,34264
761,0.015623,2,152100,570684,75626
762,0.016332,2,152300,565647,71855
763,0.016336,2,152500,516461,38689
764,0.015699,2,152700,558874,66457
765,0.016412,2,152900,551210,60752
766,0.016643,2,153100,609454,99109
767,0.016044,4,153300,546325,56836
768,0.015984,3,153500,540602,52821
769,0.015651,2,153700,472927,8034
770,0.015668,2,153900,483484,14532
771,0.01583,4,154100,576427,75296
772,0.015823,3,154300,540180,50816
773,0.015956,2,154500,612813,98509
774,0.01742,2,154700,494509,20312
775,0.015808,2,154900,526601,40951
776,0.015944,2,155100,594010,84959
777,0.015934,2,155300,582693,77008
778,0.016752,3,155500,594422,84406
