SNo,Time,Size,Iterations,Count
196,0.011594,39100,1430004,39100
197,0.012484,39300,1513546,39300
198,0.012306,39500,1446086,39500
199,0.012049,39700,1413482,39700
200,0.012372,39900,1492410,39900
201,0.012196,40100,1492854,40100
202,0.012433,40300,1506708,40300
203,0.012411,40500,1507002,40500
204,0.012296,40700,1571446,40700
205,0.012052,40900,1490396,40900
206,0.012883,41100,1552794,41100
207,0.012626,41300,1529392,41300
208,0.012546,41500,1540092,41500
209,0.013222,41700,1610786,41700
210,0.012904,41900,1535482,41900
211,0.012981,42100,1523128,42100
212,0.012769,42300,1580366,42300
213,0.013525,42500,1717620,42500
214,0.013317,42700,1639874,42700
215,0.012784,42900,1643892,42900
216,0.01287,43100,1619272,43100
217,0.013562,43300,1639628,43300
218,0.014784,43500,1759124,43500
219,0.013355,43700,1621562,43700
220,0.013041,43900,1659472,43900
221,0.014477,44100,1594066,44100
222,0.013388,44300,1624608,44300
223,0.013824,44500,1693202,44500
224,0.013631,44700,1703522,44700
225,0.013519,44900,1675964,44900
226,0.014128,45100,1758826,45100
227,0.013707,45300,1678400,45300
228,0.014814,45500,1881656,45500
229,0.013995,45700,1690206,45700
230,0.014272,45900,1713870,45900
231,0.014588,46100,1895778,46100
232,0.014486,46300,1781104,46300
233,0.014324,46500,1797446,46500
234,0.015448,46700,1838004,46700
235,0.014281,46900,1856902,46900
236,0.014556,47100,1774564,47100
237,0.014663,47300,1824412,47300
238,0.014738,47500,1777170,47500
239,0.01479,47700,1732812,47700
240,0.014746,47900,1859952,47900
241,0.015436,48100,2002576,48100
242,0.015227,48300,1856230,48300
243,0.015756,48500,1975290,48500
244,0.015321,48700,1818416,48700
245,0.015256,48900,1817818,48900
246,0.014957,49100,1821564,49100
247,0.014989,49300,1823314,49300
248,0.015378,49500,1873178,49500
249,0.01608,49700,1949918,49700
250,0.015857,49900,1999164,49900
251,0.015344,50100,1984626,50100
252,0.015916,50300,1885196,50300
253,0.015296,50500,1936782,50500
254,0.016137,50700,2149606,50700
255,0.016174,50900,1989698,50900
256,0.015818,51100,2063180,51100
257,0.017172,51300,2109646,51300
258,0.016186,51500,1995650,51500
259,0.015677,51700,1976982,51700
260,0.016486,51900,2018260,51900
261,0.016574,52100,1976382,52100
262,0.016594,52300,2099082,52300
263,0.01731,52500,2174466,52500
264,0.016705,52700,1989376,52700
265,0.017268,52900,2070666,52900
266,0.016656,53100,2011398,53100
267,0.016995,53300,2012644,53300
268,0.017272,53500,1977458,53500
269,0.016907,53700,2080478,53700
270,0.017905,53900,2243724,53900
271,0.017437,54100,1997976,54100
272,0.016801,54300,2053978,54300
273,0.016994,54500,2063554,54500
274,0.016837,54700,2133656,54700
275,0.016725,54900,2103238,54900
276,0.017997,55100,2230940,55100
277,0.017538,55300,2042938,55300
278,0.01793,55500,2234882,55500
279,0.018103,55700,2216090,55700
280,0.017675,55900,2267584,55900
281,0.01791,56100,2116170,56100
282,0.018735,56300,2334184,56300
283,0.01758,56500,2166052,56500
284,0.018116,56700,2264944,56700
285,0.018149,56900,2276876,56900
286,0.019101,57100,2177520,57100
287,0.017773,57300,2182346,57300
288,0.017994,57500,2233410,57500
289,0.019647,57700,2346302,57700
290,0.018201,57900,2204454,57900
291,0.017889,58100,2225598,58100
292,0.019204,58300,2314852,58300
293,0.019424,58500,2388492,58500
294,0.019079,58700,2333158,58700
295,0.018942,58900,2350162,58900
296,0.018191,59100,2254044,59100
297,0.018891,59300,2163122,59300
298,0.019037,59500,2248936,59500
299,0.019055,59700,2323426,59700
300,0.019281,59900,2373436,59900
301,0.019146,60100,2379582,60100
