SNo,Time,Flag,Size,Iterations,Key
75,2.4e-05,1,14900,14763,17916
76,1e-05,1,15100,6663,23713
77,5e-06,1,15300,2863,13610
78,1.6e-05,1,15500,9763,5512
79,6e-06,1,15700,3963,18382
80,1.9e-05,1,15900,9763,5512
81,9e-06,1,16100,5563,21249
82,6e-06,1,16300,2363,15220
83,2.1e-05,1,16500,12763,31910
84,2e-06,1,16700,863,32249
85,2.3e-05,1,16900,14463,145
86,4e-06,1,17100,1963,10996
87,2.2e-05,1,17300,13963,4911
88,2.6e-05,1,17500,16763,22041
89,1.8e-05,1,17700,11263,13776
90,2.7e-05,1,17900,17063,157
91,2e-06,1,18100,1063,24832
92,4e-06,1,18300,2563,35290
93,1.2e-05,1,18500,7763,1281
94,5e-06,1,18700,2863,13610
95,1.9e-05,1,18900,11863,26680
96,5e-06,1,19100,3063,31442
97,3e-06,1,19300,1863,8093
98,2.5e-05,1,19500,15763,37816
99,2.2e-05,1,19700,13663,17074
100,6e-06,1,19900,3463,25632
101,3.4e-05,1,20100,13963,4911
102,2.3e-05,1,20300,14663,10521
103,2.4e-05,1,20500,15263,11014
104,9e-06,1,20700,5563,36267
105,2.8e-05,1,20900,17163,33948
106,3.6e-05,1,21100,19963,24625
107,1e-05,1,21300,4363,32087
108,7e-06,1,21500,3763,33573
109,1.6e-05,1,21700,9763,5512
110,2.2e-05,1,21900,13963,4911
111,1.3e-05,1,22100,7963,31926
112,9e-06,1,22300,5663,18458
113,3.4e-05,1,22500,21763,34654
114,6e-06,1,22700,3663,10855
115,1.9e-05,1,22900,11663,15681
116,2.5e-05,1,23100,16063,4718
117,1.6e-05,1,23300,9663,14587
118,1.4e-05,1,23500,8763,30189
119,1.1e-05,1,23700,6763,40242
120,3.3e-05,1,23900,20963,10177
121,3.3e-05,1,24100,21263,2132
122,2e-06,1,24300,1063,24832
123,5e-06,1,24500,2763,17872
124,3.3e-05,1,24700,20963,10177
125,1e-06,1,24900,463,15686
126,1.6e-05,1,25100,9963,43269
127,3.1e-05,1,25300,19363,3023
128,3.7e-05,1,25500,23263,22032
129,2.6e-05,1,25700,16263,42962
130,3e-05,1,25900,18863,43004
131,1e-06,1,26100,163,24673
132,1.3e-05,1,26300,7363,11895
133,1.6e-05,1,26500,9763,5512
134,4e-06,1,26700,2563,35290
135,1.3e-05,1,26900,7863,830
136,3.4e-05,1,27100,21463,35588
137,1.9e-05,1,27300,11863,26680
138,4e-06,1,27500,1763,21241
139,6.8e-05,1,27700,14663,10521
140,3e-05,1,27900,19063,38790
141,1.7e-05,1,28100,10763,15979
142,2.2e-05,1,28300,13863,37545
143,3.9e-05,1,28500,24763,42249
144,1.8e-05,1,28700,11163,56062
145,4.2e-05,1,28900,26663,50596
146,1.6e-05,1,29100,10063,15564
147,2.9e-05,1,29300,15763,42810
148,1.8e-05,1,29500,11263,40402
149,4e-05,1,29700,22663,42926
150,2.7e-05,1,29900,17063,56823
151,4.2e-05,1,30100,20963,10177
152,3e-06,1,30300,1063,24832
153,2.8e-05,1,30500,14763,36117
154,4.6e-05,1,30700,28963,24559
155,1.6e-05,1,30900,9763,53094
156,2.5e-05,1,31100,15763,42810
157,2.1e-05,1,31300,13263,18050
158,4.9e-05,1,31500,30763,52485
159,4e-06,1,31700,2463,34587
160,3.3e-05,1,31900,20463,35108
161,3e-05,1,32100,18763,21143
162,4.6e-05,1,32300,26663,50596
163,1.5e-05,1,32500,9263,42507
164,4.5e-05,1,32700,28963,24559
165,2.8e-05,1,32900,18163,56782
166,1.1e-05,1,33100,6963,12559
167,5.6e-05,1,33300,26263,66287
168,1.1e-05,1,33500,7263,50479
169,2.3e-05,1,33700,14363,19888
170,1.9e-05,1,33900,11863,26680
171,5e-05,1,34100,31463,43626
172,5e-06,1,34300,2763,17872
173,4.1e-05,1,34500,26263,66287
174,6.1e-05,1,34700,31363,24133
175,2.5e-05,1,34900,15663,65815
176,1.9e-05,1,35100,11863,26680
177,2.9e-05,1,35300,18163,56782
178,5.7e-05,1,35500,32763,36335
179,2.9e-05,1,35700,18163,56782
180,1.2e-05,1,35900,7863,65496
181,0,1,36100,63,57876
182,4.6e-05,1,36300,29263,44718
183,3.3e-05,1,36500,21263,64219
184,1.9e-05,1,36700,10363,48085
185,6.2e-05,1,36900,31663,30889
186,1.6e-05,1,37100,9763,53094
187,3e-05,1,37300,16863,65184
188,2.2e-05,1,37500,14263,57415
189,1e-06,1,37700,163,57920
190,1.7e-05,1,37900,10663,32386
191,1e-05,1,38100,6463,71958
192,6.4e-05,1,38300,24063,6793
193,6.4e-05,1,38500,23763,15442
194,7e-06,1,38700,3763,46836
195,3e-06,1,38900,1163,57046
196,2.3e-05,1,39100,14763,36117
197,7e-06,1,39300,4063,11191
198,1.2e-05,1,39500,6763,40242
199,3.4e-05,1,39700,21663,43032
200,1.3e-05,1,39900,7663,22911
201,5e-06,1,40100,3063,58845
202,1.1e-05,1,40300,6663,75478
203,2.7e-05,1,40500,17263,49496
204,5.3e-05,1,40700,33663,36848
205,2.2e-05,1,40900,13763,62286
206,5.9e-05,1,41100,37963,51177
207,3.6e-05,1,41300,23063,12316
208,2.7e-05,1,41500,8763,70530
209,5.6e-05,1,41700,35563,7096
210,4.4e-05,1,41900,19063,63186
211,6.5e-05,1,42100,41663,2174
212,2.9e-05,1,42300,18163,56782
213,4.9e-05,1,42500,31763,60281
214,7e-05,1,42700,39163,53952
215,6.1e-05,1,42900,39163,53952
216,4.8e-05,1,43100,30563,26152
217,1.9e-05,1,43300,12163,33574
218,5.3e-05,1,43500,26263,66287
219,5.9e-05,1,43700,28563,60478
220,4.1e-05,1,43900,17863,26132
221,7.4e-05,1,44100,37063,82344
222,6.5e-05,1,44300,41263,57436
223,4.6e-05,1,44500,29263,44718
224,8.4e-05,1,44700,44563,7459
225,6.4e-05,1,44900,41663,2174
226,3e-05,1,45100,19363,3023
227,3.5e-05,1,45300,21763,34654
228,5e-06,1,45500,2763,69079
229,1.2e-05,1,45700,6863,13401
230,5.3e-05,1,45900,33463,45450
231,5.6e-05,1,46100,35863,74747
232,2.1e-05,1,46300,12863,86783
233,1.6e-05,1,46500,9763,53094
234,4.1e-05,1,46700,25963,3275
235,2.3e-05,1,46900,13963,4911
236,3.1e-05,1,47100,19663,42476
237,8e-05,1,47300,42463,26406
238,5.4e-05,1,47500,34263,78596
239,8.5e-05,1,47700,41563,90250
240,2.6e-05,1,47900,15863,73176
241,6e-06,1,48100,4063,11191
242,1e-05,1,48300,5563,63753
243,3.1e-05,1,48500,19763,95383
244,7.9e-05,1,48700,46063,60741
245,6e-05,1,48900,34963,65312
246,9e-05,1,49100,34363,59946
247,6.8e-05,1,49300,43663,67163
248,2e-05,1,49500,12763,73650
249,6.2e-05,1,49700,39863,58192
250,4e-05,1,49900,25163,86442
251,2.8e-05,1,50100,17563,56333
252,2.6e-05,1,50300,16463,99547
253,3.4e-05,1,50500,21263,74599
254,5e-05,1,50700,31363,72522
255,7.2e-05,1,50900,46163,100496
256,2.2e-05,1,51100,13963,4911
257,6.1e-05,1,51300,36163,8599
258,1.6e-05,1,51500,9763,53094
259,6.2e-05,1,51700,36963,61633
260,2.2e-05,1,51900,13963,4911
261,6.8e-05,1,52100,43763,54377
262,3.5e-05,1,52300,21763,93278
263,8.1e-05,1,52500,51763,33945
264,4.4e-05,1,52700,28363,52403
265,6e-06,1,52900,3263,58905
266,4.6e-05,1,53100,28963,92970
267,8.1e-05,1,53300,52163,87029
268,2.9e-05,1,53500,18763,21143
269,5.5e-05,1,53700,34963,107257
270,7.3e-05,1,53900,46863,87665
271,8.4e-05,1,54100,53863,107277
272,2e-06,1,54300,1063,24832
273,9.9e-05,1,54500,50763,102050
274,6.5e-05,1,54700,39463,19192
275,3.3e-05,1,54900,20863,9304
276,7.7e-05,1,55100,49463,715
277,2.4e-05,1,55300,14663,10521
278,7.3e-05,1,55500,26263,66287
279,4.5e-05,1,55700,28563,104557
280,3.3e-05,1,55900,20963,103945
281,7e-06,1,56100,2863,59326
282,4.7e-05,1,56300,29963,47949
283,7.1e-05,1,56500,45763,7862
284,9.1e-05,1,56700,49663,25719
285,7.6e-05,1,56900,41063,13644
286,3.1e-05,1,57100,19363,3023
287,6.5e-05,1,57300,41263,105751
288,7.7e-05,1,57500,49263,85498
289,6.8e-05,1,57700,42763,24423
290,3.3e-05,1,57900,21163,69092
291,6.5e-05,1,58100,41963,14400
292,7.3e-05,1,58300,46863,87665
293,6.7e-05,1,58500,35263,60523
294,1.1e-05,1,58700,6563,1298
295,3e-05,1,58900,19063,63186
296,2.2e-05,1,59100,13663,57780
297,7.6e-05,1,59300,49063,13561
298,1e-05,1,59500,6263,58311
299,6e-06,1,59700,3463,89551
300,6.4e-05,1,59900,40663,33517
301,9e-05,1,60100,57763,119409
302,8.6e-05,1,60300,54163,61179
303,4.6e-05,1,60500,29263,44718
304,6.7e-05,1,60700,43163,77431
305,7.8e-05,1,60900,34963,107257
306,1e-05,1,61100,4063,11191
307,1.8e-05,1,61300,11163,75225
308,8.8e-05,1,61500,56263,80367
309,2.5e-05,1,61700,15963,41513
310,2.9e-05,1,61900,12863,86783
311,7.3e-05,1,62100,46963,55750
312,8.8e-05,1,62300,55963,112595
313,6.1e-05,1,62500,39263,75910
314,9.2e-05,1,62700,58963,91507
315,8.1e-05,1,62900,52163,121698
316,2.9e-05,1,63100,18263,109420
317,3.1e-05,1,63300,19963,24625
318,8.9e-05,1,63500,57263,31072
319,5e-06,1,63700,2763,69079
320,7.4e-05,1,63900,46963,55750
321,9.7e-05,1,64100,62263,11126
322,7.5e-05,1,64300,48063,114350
323,6e-06,1,64500,3763,46836
324,9.1e-05,1,64700,58163,85111
325,2.7e-05,1,64900,17163,92281
326,1.5e-05,1,65100,9763,119489
327,6.3e-05,1,65300,35963,7066
328,4.8e-05,1,65500,30263,89235
329,0.000103,1,65700,57763,119409
330,9.5e-05,1,65900,52563,45254
331,2.2e-05,1,66100,14063,22715
332,1.9e-05,1,66300,7963,47972
333,6.7e-05,1,66500,34263,78596
334,4.1e-05,1,66700,26263,66287
335,7.9e-05,1,66900,50263,32614
336,6.1e-05,1,67100,39163,53952
337,0.0001,1,67300,59663,101481
338,7e-05,1,67500,44263,25728
339,0.000116,1,67700,60063,22691
340,6.1e-05,1,67900,39163,53952
341,7.6e-05,1,68100,49063,13561
342,3.4e-05,1,68300,21463,90850
343,3.9e-05,1,68500,24263,106783
344,0.000104,1,68700,57463,61865
345,8.1e-05,1,68900,52163,121698
346,1.3e-05,1,69100,7763,1281
347,9.7e-05,1,69300,62263,11126
348,1.2e-05,1,69500,7763,1281
349,8.2e-05,1,69700,52163,121698
350,8.8e-05,1,69900,56263,80367
351,3.1e-05,1,70100,19463,114419
352,1.9e-05,1,70300,11463,131978
353,5.1e-05,1,70500,32263,99371
354,1.8e-05,1,70700,11163,75225
355,2.9e-05,1,70900,18463,132693
356,8.4e-05,1,71100,54163,61179
357,7.3e-05,1,71300,46963,55750
358,0.000106,1,71500,67763,120809
359,6.9e-05,1,71700,44863,8903
360,7.8e-05,1,71900,49563,5826
361,1.5e-05,1,72100,9763,140971
362,0.000108,1,72300,69463,134154
363,1.9e-05,1,72500,11763,12911
364,8.3e-05,1,72700,53563,8284
365,8.2e-05,1,72900,49663,25719
366,0.000116,1,73100,72563,44568
367,7.7e-05,1,73300,48963,55310
368,8.1e-05,1,73500,51763,143072
369,1.2e-05,1,73700,7263,50479
370,0.000101,1,73900,62663,27525
371,0.00011,1,74100,70363,113127
372,4.7e-05,1,74300,29763,146702
373,2.4e-05,1,74500,14763,129739
374,4.1e-05,1,74700,25363,135665
375,0.0001,1,74900,61563,44343
376,7.5e-05,1,75100,48263,63010
377,9.4e-05,1,75300,60163,82081
378,3.4e-05,1,75500,21763,129287
379,1.3e-05,1,75700,8163,3092
380,5.8e-05,1,75900,19363,3023
381,8.6e-05,1,76100,55363,84062
382,6.3e-05,1,76300,39863,58192
383,7.6e-05,1,76500,48763,144646
384,9e-06,1,76700,5363,28179
385,0.000102,1,76900,62863,150367
386,0.000105,1,77100,67663,124410
387,3e-05,1,77300,19163,121679
388,0.000111,1,77500,71763,97099
389,0.00011,1,77700,70663,59521
390,2.4e-05,1,77900,15263,149434
391,0.00011,1,78100,61163,76460
392,8.2e-05,1,78300,52363,123175
393,0.000104,1,78500,66763,103911
394,4e-05,1,78700,25663,51290
395,1.2e-05,1,78900,7363,90499
396,2.8e-05,1,79100,11863,92770
397,6.2e-05,1,79300,39163,152450
398,1.5e-05,1,79500,9763,140971
399,7e-06,1,79700,2763,145516
400,2.9e-05,1,79900,18163,112754
401,8.7e-05,1,80100,55963,112595
402,5.6e-05,1,80300,35863,107048
403,5.9e-05,1,80500,37763,12791
404,9.6e-05,1,80700,61663,140464
405,4.2e-05,1,80900,26663,136250
406,2.1e-05,1,81100,13263,18050
407,3.4e-05,1,81300,21463,90850
408,7.9e-05,1,81500,51263,76124
409,3.4e-05,1,81700,20963,103945
410,1.9e-05,1,81900,11863,92770
411,3.8e-05,1,82100,23963,144459
412,8.9e-05,1,82300,57263,31072
413,4.6e-05,1,82500,29263,44718
414,3.5e-05,1,82700,22063,6874
415,5.6e-05,1,82900,35663,137500
416,0.000125,1,83100,70063,164569
417,6.5e-05,1,83300,41963,14400
418,5.3e-05,1,83500,34263,78596
419,7.3e-05,1,83700,46963,55750
420,0.000128,1,83900,80063,30369
421,8.1e-05,1,84100,49463,715
422,6e-05,1,84300,38863,163498
423,7.5e-05,1,84500,48263,63010
424,0.00012,1,84700,77663,6549
425,6.9e-05,1,84900,42163,106334
426,4.1e-05,1,85100,26263,66287
427,4.7e-05,1,85300,29963,47949
428,8.3e-05,1,85500,53263,39686
429,1.7e-05,1,85700,10463,102863
430,6.7e-05,1,85900,42786,98340
431,0.000125,1,86100,77986,130009
432,6.7e-05,1,86300,42886,93932
433,3.7e-05,1,86500,23386,156264
434,3.1e-05,1,86700,19486,36619
435,4.8e-05,1,86900,31186,96615
436,9.1e-05,1,87100,58486,12664
437,2.3e-05,1,87300,14086,156964
438,0.000112,1,87500,72386,109908
439,9.1e-05,1,87700,58586,156986
440,9.3e-05,1,87900,59986,89040
441,0.000118,1,88100,76586,143332
442,3.2e-05,1,88300,20086,18153
443,0.000104,1,88500,66886,138221
444,9e-05,1,88700,40186,143883
445,5.6e-05,1,88900,28286,80634
446,4.9e-05,1,89100,31186,96615
447,0.000111,1,89300,48886,60242
448,0.000126,1,89500,81386,87929
449,6.1e-05,1,89700,38986,77927
450,1.8e-05,1,89900,10986,143657
451,0.000136,1,90100,87486,126776
452,0.000141,1,90300,88486,170855
453,2.2e-05,1,90500,13386,178418
454,6.7e-05,1,90700,42986,119786
455,0.000135,1,90900,86986,119377
456,9.2e-05,1,91100,54286,133885
457,5.5e-05,1,91300,35586,17006
458,4.8e-05,1,91500,30886,100669
459,6.3e-05,1,91700,40186,143883
460,9.8e-05,1,91900,63486,10401
461,1.4e-05,1,92100,8686,146115
462,9.3e-05,1,92300,59786,88196
463,5e-05,1,92500,32386,105962
464,2.9e-05,1,92700,18586,145979
465,2.9e-05,1,92900,18386,67158
466,5e-05,1,93100,31786,110793
467,9.2e-05,1,93300,58786,112102
468,1e-05,1,93500,5886,83335
469,9.3e-05,1,93700,59886,72902
470,5.6e-05,1,93900,33586,102056
471,3.2e-05,1,94100,20486,42107
472,3.3e-05,1,94300,20586,53239
473,5.3e-05,1,94500,33886,31251
474,9.8e-05,1,94700,60386,39574
475,9e-06,1,94900,5186,5479
476,9e-05,1,95100,57886,125682
477,4.5e-05,1,95300,28486,32912
478,1.9e-05,1,95500,11886,42877
479,1.3e-05,1,95700,8086,169056
480,2.7e-05,1,95900,17086,147920
481,6.1e-05,1,96100,38886,47800
482,0.000114,1,96300,73486,59669
483,4.3e-05,1,96500,24386,122652
484,0.000131,1,96700,84386,141373
485,9.4e-05,1,96900,60286,177885
486,7.5e-05,1,97100,48586,28142
487,7.6e-05,1,97300,49286,41031
488,9.7e-05,1,97500,62386,177143
489,0.000137,1,97700,87886,130085
490,4.3e-05,1,97900,27886,72004
491,0.000121,1,98100,77986,130009
492,6.9e-05,1,98300,42186,11788
493,2.8e-05,1,98500,18386,67158
494,1.1e-05,1,98700,6586,2152
495,1.1e-05,1,98900,6786,162545
496,3e-05,1,99100,18986,124326
497,6.7e-05,1,99300,43186,68048
498,0.000123,1,99500,79386,147719
499,4.7e-05,1,99700,27886,72004
500,0.000136,1,99900,87886,130085
501,9.3e-05,1,100100,59786,88196
502,6.7e-05,1,100300,43286,167460
503,6e-05,1,100500,38386,20167
504,7e-05,1,100700,45086,46761
505,9.8e-05,1,100900,63386,51834
506,0.000145,1,101100,93286,83961
507,5.2e-05,1,101300,33486,91942
508,0.000134,1,101500,86386,43720
509,7.6e-05,1,101700,49186,43271
510,3.6e-05,1,101900,23186,57963
511,1.4e-05,1,102100,8386,102150
512,7e-06,1,102300,4786,94535
513,1.9e-05,1,102500,12386,43367
514,6.3e-05,1,102700,31186,96615
515,9.5e-05,1,102900,61186,164233
516,0.000159,1,103100,102386,191087
517,8e-05,1,103300,51486,192927
518,1.8e-05,1,103500,11386,61165
519,0.000163,1,103700,85786,115738
520,0.000105,1,103900,67486,171378
521,9.4e-05,1,104100,59986,89040
522,9.9e-05,1,104300,63286,175342
523,0.00012,1,104500,77386,53916
524,0.000159,1,104700,102286,59716
525,5.2e-05,1,104900,33086,56440
526,0.000124,1,105100,79386,147719
527,4.9e-05,1,105300,31186,96615
528,0.000153,1,105500,98886,165077
529,0.000111,1,105700,71686,128187
530,8.6e-05,1,105900,54886,129991
531,8e-05,1,106100,48486,117265
532,8.2e-05,1,106300,52486,181360
533,0.000104,1,106500,66886,138221
534,0.000142,1,106700,91686,184334
535,3.1e-05,1,106900,19986,145578
536,0.000101,1,107100,65386,47539
537,2.2e-05,1,107300,13886,208999
538,0.000125,1,107500,79886,174588
539,7.6e-05,1,107700,48586,28142
540,4.3e-05,1,107900,27286,136035
541,3e-05,1,108100,15986,37055
542,2.4e-05,1,108300,14686,165633
543,3.7e-05,1,108500,23386,156264
544,6.7e-05,1,108700,42086,135039
545,0.000111,1,108900,70786,112334
546,2e-06,1,109100,386,21718
547,7.7e-05,1,109300,48886,60242
548,0.000171,1,109500,107386,36694
549,0.000103,1,109700,66186,22185
550,5.4e-05,1,109900,34586,68313
551,2e-05,1,110100,12586,149658
552,1e-06,1,110300,186,34385
553,0.000188,1,110500,107886,51293
554,7e-06,1,110700,4186,72835
555,4.4e-05,1,110900,20586,53239
556,7.3e-05,1,111100,46586,154162
557,0.000128,1,111300,82186,1902
558,2.5e-05,1,111500,15886,212500
559,0.000114,1,111700,70486,6104
560,3.6e-05,1,111900,22786,191845
561,0.000165,1,112100,96386,15778
562,0.000104,1,112300,67286,62702
563,7.4e-05,1,112500,47386,192718
564,7.2e-05,1,112700,36686,99476
565,5.5e-05,1,112900,35186,146441
566,6.7e-05,1,113100,42886,93932
567,9.3e-05,1,113300,59786,88196
568,0.000133,1,113500,85886,149549
569,1.3e-05,1,113700,7486,4973
570,8.1e-05,1,113900,51786,40079
571,0.000163,1,114100,105286,218326
572,8.3e-05,1,114300,53686,170349
573,1.7e-05,1,114500,10886,132817
574,0.000143,1,114700,91586,61915
575,0.000103,1,114900,66586,45828
576,7.8e-05,1,115100,50386,40710
577,6.7e-05,1,115300,42986,119786
578,6.9e-05,1,115500,44386,93777
579,8.5e-05,1,115700,54586,97134
580,0.000144,1,115900,73586,5708
581,0.000158,1,116100,101386,15170
582,3.4e-05,1,116300,21686,225699
583,0.000105,1,116500,66886,138221
584,7e-06,1,116700,4186,72835
585,0.000105,1,116900,66786,82153
586,3.7e-05,1,117100,21086,39518
587,0.000156,1,117300,101086,110208
588,0.000133,1,117500,72386,109908
589,8.1e-05,1,117700,52086,135781
590,6.2e-05,1,117900,40186,143883
591,5.7e-05,1,118100,36686,99476
592,6.5e-05,1,118300,41586,191030
593,8.5e-05,1,118500,54886,129991
594,0.000131,1,118700,76586,191964
595,0.000165,1,118900,106686,6722
596,4.1e-05,1,119100,26086,85453
597,0.000113,1,119300,72786,50747
598,1.4e-05,1,119500,8386,102150
599,0.000112,1,119700,71686,128187
600,5e-05,1,119900,23486,231577
601,0.000164,1,120100,103386,97553
602,0.000111,1,120300,71386,155212
603,7.4e-05,1,120500,47386,227308
604,4.9e-05,1,120700,31386,193833
605,4.1e-05,1,120900,23386,156264
606,3.7e-05,1,121100,23386,156264
607,5e-05,1,121300,31386,193833
608,7.5e-05,1,121500,47386,227308
609,0.000111,1,121700,71386,155212
610,0.000164,1,121900,103386,97553
611,3.7e-05,1,122100,21286,158794
612,0.000108,1,122300,69086,181781
613,5e-06,1,122500,2386,176864
614,0.000103,1,122700,65986,121161
615,2.4e-05,1,122900,14686,165633
616,0.000146,1,123100,94086,220356
617,9.6e-05,1,123300,58186,98173
618,4.7e-05,1,123500,29886,204227
619,1.5e-05,1,123700,9186,213987
620,0.00019,1,123900,119986,47414
621,0.000178,1,124100,114686,59153
622,0.000181,1,124300,116986,55569
623,5e-06,1,124500,2386,176864
624,3.1e-05,1,124700,19686,175174
625,7e-05,1,124900,44586,21142
626,0.00012,1,125100,77086,133678
627,0.000182,1,125300,117186,249286
628,6.2e-05,1,125500,39386,217273
629,0.000146,1,125700,94486,12425
630,4.8e-05,1,125900,31286,104139
631,0.000158,1,126100,101386,15170
632,8.2e-05,1,126300,52786,35316
633,1.9e-05,1,126500,11386,61165
634,0.000161,1,126700,103886,252442
635,0.000119,1,126900,77086,133678
636,9e-05,1,127100,57486,97580
637,7e-05,1,127300,45086,46761
638,6.2e-05,1,127500,39886,121544
639,6.5e-05,1,127700,41886,212552
640,8e-05,1,127900,51086,37634
641,0.000105,1,128100,67486,171378
642,0.000142,1,128300,91086,91771
643,0.000189,1,128500,121886,124657
644,4.9e-05,1,128700,31186,96615
645,0.000119,1,128900,76186,93033
646,0.000199,1,129100,128386,13443
647,9.1e-05,1,129300,58486,12664
648,0.000206,1,129500,124886,90684
649,0.00012,1,129700,68786,253635
650,3.1e-05,1,129900,19486,228405
651,0.000167,1,130100,107086,42902
652,0.000111,1,130300,71586,247839
653,6.7e-05,1,130500,42886,93932
654,3.3e-05,1,130700,20986,215473
655,9e-06,1,130900,5886,83335
656,0.000199,1,131100,128686,144433
657,0.000198,1,131300,127386,180645
658,2e-06,1,131500,1386,49476
659,2.2e-05,1,131700,13486,64650
660,5e-05,1,131900,32386,105962
661,9e-05,1,132100,58086,194170
662,0.00014,1,132300,90586,29568
663,0.000202,1,132500,129886,243205
664,6.7e-05,1,132700,43286,167460
665,0.000148,1,132900,95986,255023
666,3.5e-05,1,133100,22386,159463
667,0.000138,1,133300,88486,170855
668,4.3e-05,1,133500,27886,72004
669,0.000166,1,133700,107386,36694
670,9.7e-05,1,133900,59786,88196
671,3e-05,1,134100,18586,145979
672,0.000184,1,134300,118086,149754
673,9.7e-05,1,134500,62513,67083
674,9.8e-05,1,134700,63013,118495
675,0.000107,1,134900,68713,52379
676,0.000123,1,135100,79613,68199
677,0.000149,1,135300,95713,185044
678,0.000182,1,135500,117013,690
679,1.3e-05,1,135700,7813,24182
680,6.1e-05,1,135900,39313,30508
681,0.000118,1,136100,76013,99121
682,0.000183,1,136300,117913,240430
683,4.6e-05,1,136500,28513,181089
684,0.000125,1,136700,80613,241337
685,2e-06,1,136900,1013,202561
686,9.8e-05,1,137100,63313,202805
687,0.000203,1,137300,130813,9580
688,0.000105,1,137500,66013,73716
689,1e-05,1,137700,6013,68812
690,0.000137,1,137900,88713,191543
691,6.1e-05,1,138100,38513,250530
692,0.000204,1,138300,131413,13259
693,0.000141,1,138500,91013,49190
694,8.6e-05,1,138700,55413,176592
695,4.3e-05,1,138900,24613,32855
696,0.000213,1,139100,137713,233985
697,0.000181,1,139300,116713,159150
698,0.000156,1,139500,100513,213072
699,0.000138,1,139700,89113,194183
700,0.000131,1,139900,82513,256348
701,0.000126,1,140100,80713,88980
702,0.00013,1,140300,83713,53631
703,0.000142,1,140500,91513,24012
704,0.000162,1,140700,104113,34093
705,0.000188,1,140900,121513,268831
706,5e-06,1,141100,2613,61158
707,4.6e-05,1,141300,29413,72870
708,9.5e-05,1,141500,61013,31113
709,0.000151,1,141700,97413,208304
710,0.000214,1,141900,138613,247023
711,6.7e-05,1,142100,42513,133230
712,0.000145,1,142300,93113,54503
713,1e-05,1,142500,6013,68812
714,0.000103,1,142700,66013,73716
715,0.000207,1,142900,130813,9580
716,8.9e-05,1,143100,57313,12878
717,0.000204,1,143300,131513,4036
718,0.000109,1,143500,67013,133001
719,1.2e-05,1,143700,6913,232804
720,0.000147,1,143900,95113,259525
721,6.8e-05,1,144100,44013,239333
722,0.000219,1,144300,141613,43983
723,0.000154,1,144500,99513,80758
724,0.0001,1,144700,61813,284654
725,4.4e-05,1,144900,28513,181089
726,0.000224,1,145100,144713,94977
727,0.000187,1,145300,120413,48722
728,0.000156,1,145500,100513,213072
729,0.000137,1,145700,85013,143960
730,0.000116,1,145900,73913,53187
